Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Герань» ООО,"производство круп, оптовая продажа",Ростовская область,Ростов-на-Дону г.,Дир.: Горячкин Владимир Владимирович,geran16@bk.ru,,8-908-174-7019,"344064, г. Ростов-на-Дону, Петренко, 18, пом. 58"
«Гермес» КФХ ООО,"зерновые, подсолнечник; семена подсолнечника, зерновых культур",Ростовская область,Зерноградский район,Дир.: Тимошенко Александр Николаевич,podsolnuh.1965@mail.ru,,8-928-908-9889,"347740, г. Зерноград"
«Гибрид» НПП ООО,"зерновые, масличные, зернобобовые; семеноводство (семена пшеницы, ячменя)",Ростовская область,Матвеево-Курганский район,Дир.: Малай Николай Фёдорович,ooo-gibrid@yandex.ru,,(86341) 3-16-34,"346970, п. Матвеев Курган, 1-ая Пятилетка, 104"
«Гладышев и К» ТНВ,"зерновые, подсолнечник; племенное скотоводство - племрепродуктор (калмыцкая)",Ростовская область,Белокалитвинский район,Дир.: Гладышев Анатолий Иванович,tnvgladyshev@rambler.ru,,8-918-583-6174,"347013, Белокалитвинский р-н, х. Мечетной, Кочевань, 20"
«Горизонт» СПК,"зерновые, технические",Ростовская область,Азовский район,Предс.: Матвеева Марина Сергеевна,msmatveevams@mail.ru,,8-988-575-3847,"346763, п. Новополтавский, Школьный, 9/1"
«Грейнрус Агро Ростов» ООО,"зерновые, зернобобовые, масличные",Ростовская область,Белокалитвинский район,Дир.: Гусаров Денис Владимирович,,,"8-928-601-2879, 8-920-728-5674","347003, х. Насонтов, Солнечная, 22"
«Гринько» КФХ,"зерновые, подсолнечник",Ростовская область,Азовский район,,,,8-906-186-3175,"346760, с. Пешково"
«Группа Агроком» ООО,животноводство (свиньи); колбасное производство,Ростовская область,Ростов-на-Дону г.,Ген. дир.: Сапотницкий Сергей Александрович,agro_sek@agrocomgroup.ru,"http://agrocomgroup.ru/, http://agrocomgroup.ru/",(863) 306-57-75,"344000, г. Ростов-на-Дону, Красноармейская, 170, стр. 7"
«Гусевский» СПК,"зерновые, подсолнечник, КРС",Ростовская область,Каменский район,Предс.: Брицын Леонид Леонидович,,,8-928-214-2057,"347853, х. Нижнеерохин"
«Данилов А.Д.» ООО,"зерновые, технические культуры",Ростовская область,Аксайский район,Дир.: Кравчик Эдуард Вадимович,a.d.danilov@mail.ru,,"8-928-130-1547, (86352) 2-73-05","346714, ст. Грушевская, Космонавтов, 2 Б"
«Дары Садов» ООО,"зерновые, садоводство",Ростовская область,Цимлянский район,Дир.: Подгорный Александр Леонидович,dary.sadov@yandex.ru,,"(86391) 5-06-94, (86391) 5-12-84","347320, г. Цимлянск, Заводская, 28 А/6"
«Дарья» ООО,"зерновые, подсолнечник",Ростовская область,Тарасовский район,Дир.: Зареченский Александр Николаевич,ooo-dariya2013@yandex.ru,,"(86386) 3-11-53, (86386) 3-54-43, 8-928-902-4444","346050, п. Весенний, Рабочая, 5"
«Двуречье» СПК,"зерновые, масличные",Ростовская область,Советский район,Предс.: Саратов Владимир Владимирович,spk.spk2010@yandex.ru,,(86363) 2-36-39,"347180, ст. Советская, 33 Гвардейская, 1"
«Декасар» ООО,зерновые,Ростовская область,Тарасовский район,Дир.: Сармина Лариса Ивановна,dekasar@mail.ru,,"8-928-601-9478, 8-928-102-1504","346092, х. Дубы, 82"
«Деметра» КФХ ООО (Неклиновский район),"зерновые, масличные",Ростовская область,Неклиновский район,Ген. дир.: Бурлуцкий Владимир Алексеевич,demetra4444@yandex.ru,,"8-928-229-1359, 8-908-517-2252","346850, с. Большая Неклиновка, Школьная, 127 А"
«Деметра» КХ (Куйбышевский район),"зерновые, масличные",Ростовская область,Куйбышевский район,,,,8-928-229-2471,"346940, с. Куйбышево, Стадионная, 1"
«Деметра» ООО (Азовский район),зерновые,Ростовская область,Азовский район,Дир.: Толопченко Александр Иванович,"a, zov.demetra@yandex.ru",,(86342) 6-36-58,"346780, г. Азов, Пушкина, 203"
«Деметра» ООО (Зимовниковский р-н),озимая пшеница,Ростовская область,Зимовниковский район,Дир.: Брыжахин Петр Викторович,spkdemetra@yandex.ru,,"(86376) 3-64-22, 8-938-108-4647","347466, х. Майкопский, Центральная, 18 А"
«Деметра» ООО (Тарасовский район),"зерновые, подсолнечник",Ростовская область,Тарасовский район,Дир.: Обухов Александр Васильевич,demetra.2012@inbox.ru,,"(86386) 3-27-52, 8-928-145-2548","346094, Тарасовский р-н, х. Зеленовка, Строительная, 9"
«Деркул» ЗАО,"пшеница, ячмень, лён, соя",Ростовская область,Тарасовский район,Ген. дир.: Дуб Андрей Леонидович,fet-nina@yandex.ru,,8-992-044-2253,"346098, п. Деркул, Центральная, 6"
Дзержинского им. ЗАО,зерновые,Ростовская область,Азовский район,Дир.: Засько Светлана Валентиновна,dzerzinskogo@mail.ru,,"(86342) 9-70-01, 9-70-02","346767, с. Елизаветовка, Дзержинского, 51"
«Дила» ООО,зерновые,Ростовская область,Орловский район,Ген. дир.: Лопатько Юрий Павлович,dila175@yandex.ru,,(86375) 5-10-33,"347512, п. Орловский, Комсомольская, 175"
«Дон Агро» ООО,"пшеница, ячмень, подсолнечник, кукуруза; КРС (молочный)",Ростовская область,Миллеровский район,Исп. дир.: Калайтанов Иван Иванович,gma@donagroint.com,,"(86385) 2-02-79, 8-800-444-1182","346130, г. Миллерово, Седова, 12"
«Дон» КХ (Матвеево-Курганский район),"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,"(86341) 3-47-34, 8-928-194-3349","346995, с. Малоекатериновка"
«Дон» ООО,"зерновые, зернобобовые, масличные",Ростовская область,Азовский район,Дир.: Осадчий Андрей Евгеньевич,ooodon_azov@mail.ru,,(86342) 4-46-63,"346762, х. Харьковский, Молодежная, 76"
«Дон» ООО (Аксайский район),"зерновые, подсолнечник",Ростовская область,Аксайский район,Ген. дир.: Шевченко Андрей Леонидович,ooo-don@yandex.ru,,(86350) 2-96-61,"346701, ст. Старочеркасская, Пионерская, 43"
«Дон» ООО (Чертковский район),"зерновые, масличные",Ростовская область,Чертковский район,Ген. дир.: Сетраков Михаил Николаевич,donsetrakov@rambler.ru,,"(86387) 4-54-26, 8-918-895-2350","346017, х. Сетраки, Шолохова, 18"
«Дон-1» ЗАО,зерновые,Ростовская область,Сальский район,Дир.: Краснокутский Сергей Петрович,zaodon1@rambler.ru,,"(86372) 4-31-85, 8-928-756-6507","347612, Сальский р-н, с. Сандата, Калинина, 38"
«Дон-Агро» ООО,переработка сливы в чернослив,Ростовская область,Цимлянский район,Дир.: Подгорный Михаил Александрович,dary.sadov@yandex.ru,,"(86391) 5-06-94, (86391) 5-12-84","347320, г. Цимлянск, Заводская, 28 А/6"
«Дон-Агро» ООО (Чертковский район),"зерновые, КРС, овцы",Ростовская область,Чертковский район,Ген. дир.: Скориков Александр Иванович,russkoepole1@mail.ru,,8-928-140-9053,"346021, Чертковский р-н, х. Лесовой, Полевая, 3 - юр. адрес"
«ДонАгро» ООО,"пшеница, ячмень, подсолнечник, кукуруза",Ростовская область,Зерноградский район,Дир.: Золотых Галина Петровна,spkdon@inbox.ru,,8-928-147-3808,"347724, с. Светлоречное, Молодежная, 5"
«Донглавмясо» ООО,производство мяса в полутушах,Ростовская область,Каменск-Шахтинский г.,Дир.: Пискунов Сергей Геннадьевич,dg.myaso@yandex.ru,,"(86365) 5-12-30, (86365) 5-12-31","347803, г. Каменск-Шахтинский, Овражная, 40 А"
«Донецкий Кряж» ООО,зерновые,Ростовская область,Красносулинский район,Дир.: Бережной Дмитрий Викторович,,,8-908-199-0690,"346398, х. Божковка, Советская, 10, оф. 1"
«Донская Нива» ООО (Волгодонской район),"зерновые, зернобобовые, масличные",Ростовская область,Волгодонской район,Дир.: Занченко Роман Иванович,"stotriplex@yandex.ru, kolomejceva.galina@mail.ru",,8-918-589-2751,"347337, х. Ясырев, Мира, 40"
«Донская Нива» ООО (г. Новочеркасск),"зерновые, масличные",Ростовская область,Новочеркасск г.,Дир.: Мезинов Александр Вадимович,donskaya-niva-ooo@yandex.ru,,8-928-905-2631,"346406, г. Новочеркасск, Ростовское шоссе, 39"
«Донская Нива» СПК (Каменский район),"зерновые, технические",Ростовская область,Каменский район,Предс.: Павлов Алексей Иванович,"donniv, a2021@yandex.ru",,"(86365) 9-07-22, 9-07-44","347854, х. Плешаков, Московская, 21"
«Донская Новь» КФХ,"зерновые, масличные",Ростовская область,Азовский район,,,,8-909-411-5404,"346754, п. Суходольск"
«Донская усадьба» ООО,овощи (защищенный грунт),Ростовская область,Тарасовский район,Упр. организация: ООО «УК «Рост»,info.du@rostgroup.ru,"https://rostgroup.ru/, https://rostgroup.ru/",(863) 333-04-83,"346080, х. Красновка, Степная, 2 А, пом. 1 Н, оф. 1"
«Донские агрокультуры» ООО,зерновые,Ростовская область,Зерноградский район,Ген. дир.: Бушнев Олег Сергеевич,d-agrok@mail.ru,,(86359) 9-57-40,"347729, х. Заполосный, Степная, 25"
«Донские крупы» ООО,"закупка зерновых; грузоперевозки зерновозами; крупяное производство (пшеница, пшено, горох, гречка, рис)",Ростовская область,Азовский район,Дир.: Согдеев Роман Брониславович,"avisrostov@gmail.com, mail@donskiekrupy.ru","http://donskiekrupy.ru/, http://donskiekrupy.ru/","(863) 270-07-20, (863) 279-79-85","346889, Азовский р-н, п. Койсуг, уч-к в 1200 м по направлению на юг от ориентира МТМ"
«Донские овощи» СПСК,переработка и консервирование фруктов и овощей,Ростовская область,Октябрьский район,Предс.: Боева Людмила Павловна,SPSK.Donovosh@mail.ru,,8-988-515-3720,"346480, Октябрьский р-н, р.п. Каменоломни, Мокроусова, 1 Ж"
«Донские просторы» ООО,"зерновые, масличные",Ростовская область,Азовский район,Дир.: Титаренко Наталья Юсифовна,,,8-918-517-6431,"346758, х. Бирючий, Музейная, 47 А"
«Донское» ОАО,"зерновые, масличные",Ростовская область,Зерноградский район,Ген. дир.: Пятаков Евгений Васильевич,oxsana.apostol@rz-agro.com,,(86359) 9-72-97,"347735, х. Донской, Цветной бульвар, 30"
«Донское поле» СПК,"пшеница, подсолнечник, кукуруза",Ростовская область,Верхнедонской район,Предс.: Сосков Михаил Александрович,donskoepole2014@yandex.ru,,"8-909-408-0140, 8-903-471-6830","346191, х. Гормиловский, Гормиловская, 116 А"
«Донской маяк» СППК,"крупяное производство, производство безглютеновой муки из бобовых, оказание услуг по переработке с/х продукции",Ростовская область,Зерноградский район,Предс.: Железный Анатолий Анатольевич,pkf-mayak@list.ru,,"(86359) 4-34-37, (86359) 3-41-24","347740, г. Зерноград, К. Маркса, 20 А"
«Донской осетровый завод» ФГБУ,разведение осетровых видов рыб,Ростовская область,Семикаракорский район,Дир.: Шахпазьян Артём Сергеевич,don-osetr@yandex.ru,,"(86356) 2-34-05, 2-34-04, 2-34-03","346634, Семикаракорский р-н, х. Чебачий, Гагарина, 67"
«Дохоян Л.А.» ООО,"пшеница, ячмень, подсолнечник, кукуруза, просо",Ростовская область,Каменский район,Дир.: Дохоян Эдуард Леонович,ooodohoyan2012@yandex.ru,,"(86365) 9-06-22, 8-903-403-9793","347842, х. Богданов"
«Дружба» АО (Зимовниковский р-н),"зерновые, овцы, КРС (мясной)",Ростовская область,Зимовниковский район,Дир.: Ивахненко Александр Алексеевич,"zao, druzhba@mail, .ru",,"(86376) 3-56-47, 8-918-523-0840","347450, х. Гашун, Школьная, 11"
«Дружба» АО (Белокалитвинский район),"зерновые, кукуруза, подсолнечник",Ростовская область,Белокалитвинский район,Ген. дир.: Кольцов Петр Алексеевич,oaodrugba@yandex.ru,,"(86383) 6-56-25, 6-56-21","347001, х. Нижнепопов, Школьная, 20 А"
«Дружба» ООО / «Колос» ООО,"зерновые, масличные",Ростовская область,Милютинский район,Дир.: Зубов Олег Николаевич,ren_1362058@mail.ru,,(86389) 3-81-35,"347127, п. Светоч, Западная, 1"
«Дружба» СПК (Верхнедонской район),"пшеница, лён, подсолнечник, просо, кукуруза",Ростовская область,Верхнедонской район,Предс.: Сафронов Петр Васильевич,drygba191@mail.ru,,8-906-428-1485,"346191, х. Суровский, Суровская, 48"
«Дружба» СПК (Тацинский р-н),"зерновые, подсолнечник",Ростовская область,Тацинский район,Предс.: Берестовой Александр Александрович,drusba29@yandex.ru,,"(86397) 2-93-58, 2-93-50","347074, ст. Скосырская, Димитрова, 29"
«Дубрава» агрофирма ООО,"зерновые, масличные",Ростовская область,Красносулинский район,Дир.: Альшенко Дмитрий Николаевич,af_dubrava@mail.ru,,(86367) 2-61-22,"346376, ст. Владимировская, Ленина, 33"
«Дубровский» СПК,"пшеница, рожь, подсолнечник, кукуруза, бахчевые",Ростовская область,Верхнедонской район,Предс.: Мукасеев Александр Иванович,mukaseev2@mail.ru,,8-906-422-6565,"346185, х. Дубровский, Дубровская, 84"
«Егорлык Молоко» ООО,производство молочной продукции,Ростовская область,Егорлыкский район,Дир.: Хохуля Егор Евгеньевич,sp@emoloko.ru,http://egorlikmoloko.ru/,"(86370) 2-33-37, 8-918-287-3510, (86370) 8-952-844-0000","347660, Егорлыкский р-н, ст. Егорлыкская, Чапаева, 158"
«Егорлык-Агро» ООО,"зерновые, подсолнечник, зернобобовые; мукомольное производство",Ростовская область,Егорлыкский район,Дир.: Попова Любовь Владимировна,egorlykagro@mail.ru,,(86370) 2-38-35,"347660, ст. Егорлыкская, Полевая, 23"
«Егорлыкская семеноводческая станция» ООО,"зерновые, зернобобовые, технические; семена (ячмень, горох, овсяница, люцерна, суданка, тимофеевка луговая, эспарцет); услуги по очистке семян однолетних и многолетних трав",Ростовская область,Егорлыкский район,Дир.: Ткач Иван Михайлович,tkache@inbox.ru,https://semennayastancia.ru/,"(86370) 2-19-97, 2-17-09, (86370) 2-27-50, 8-928-908-9913","347660, ст. Егорлыкская, Чапаева, 162"
«Единство» ООО,зерновые культуры,Ростовская область,Верхнедонской район,Дир.: Волков Владимир Иванович,,,8-903-436-5853,"346163, х. Мещеряковский, Почтовая, 16"
«Елена» КФХ,"зерновые, кормовые культуры, подсолнечник",Ростовская область,Пролетарский район,,,,8-928-159-2480,"347550, х. Мокрая Ельмута"
«Еремеевский» СПК,"зерновые, масличные, технические культуры",Ростовская область,Азовский район,Предс.: Пыльченко Анна Александровна,,,8-908-198-1748,"346756, х. Еремеевка, Степная, 1"
«Ермак» ООО,"пшеница, ячмень, кукуруза, подсолнечник, сафлор, нут, лён, кориандр, многолетние травы (люцерна, эспарцет)",Ростовская область,Морозовский район,Дир.: Болдырев Виктор Николаевич,ooo.ermak2@yandex.ru,,8-928-623-3629,"347230, п. Знаменка, Безменова, 1 А"
«Ж.И.Б. Инвест» ООО,"закупка семян подсолнечника; производство рафинированного подсолнечного масла; реализация масла бутилированного, жмыха, топливных пеллетов из лузги, проч. продуктов переработки",Ростовская область,Волгодонск г.,Ген. дир.: Бормотов Олег Петрович,zakupka@vmpz.pro,,"(86392) 7-02-20, (86392) 7-01-35, 8-938-135-9956","347360, г. Волгодонск, Складская, 3 А"
«Жигуля» ООО,зерновые,Ростовская область,Усть-Донецкий район,Дир.: Михалёв Сергей Александрович,,,"8-928-154-4972, 8-909-424-6585","346550, р.п. Усть-Донецкий, Заречная, 11"
«Заветы Ильича» ООО,"пшеница, подсолнечник, лен, горох, чечевица",Ростовская область,Азовский район,Ген. дир.: Понкратов Степан Сергеевич,zavety@azov.donpac.ru,,"(86342) 3-00-02, 3-01-31, 3-01-57","346760, с. Пешково, пер. Октябрьский, 20"
«Заветы Ленина» СПК,"зерновые, масличные",Ростовская область,Красносулинский район,Предс.: Калитвинов Александр Иванович,kalitvinov55@mail.ru,,8-951-524-8256,"346392, х. Черников, Советская, 4"
«Задонье» ООО,"зерновые, подсолнечник; тыква; яблоки",Ростовская область,Семикаракорский район,Ген. дир.: Исупов Максим Валерьевич,ooo-zadonie@yandex.ru,,"(86356) 2-35-80, 2-35-46","346634, Семикаракорский р-н, х. Чебачий, Гагарина, 7"
«Зазерское» АО,"пшеница, ячмень, сорго, подсолнечник, лен",Ростовская область,Тацинский район,Исп. дир.: Шишкалов Дмитрий Анатольевич,urkhovtsova_e@zoz.aston.ru,,"(86397) 2-68-06, 2-68-04","347064, х. Зазерский, Центральная, 48"
«Зареченский» СПК,"зерновые, подсолнечник",Ростовская область,Верхнедонской район,Предс.: Писарев Сергей Витальевич,spk-zar@yandex.ru,,8-928-158-1437,"346182, ст. Шумилинская, Заречная, 81"
«Заречное» ООО / «ПСХ Соколовское» АО / «Союз» ООО,"зерновые, масличные",Ростовская область,Красносулинский район,Дир. Альшенко Александр Николаевич,"ya.ooozarechnoe@yandex.ru, pshsok@mail.ru, sojuz20@mail.ru",,8-908-199-0690,"346370, г. Красный Сулин, Аграрная, 2 А"
«Заря Дона» ООО / «Краснокутское» ООО,"пшеница, ячмень, подсолнечник, кукуруза",Ростовская область,Октябрьский район,Упр.: Лапинский Владимир Валентинович,"zarya, dona_buh@mail.ru, redcut.ooo@gmail.com",,8-928-227-5834,"346462, х. Красный Кут, Чистова, 2 А, оф. 1"
«Заря» КХ ООО (Зерноградский район),"зерновые, масличные",Ростовская область,Зерноградский район,Дир.: Королёв Анатолий Александрович,khzaria@rambler.ru,,(86359) 3-64-14,"347740, г. Зерноград, Западный, 5"
«Заря на Дону» ООО,"зерновые, подсолнечник",Ростовская область,Мясниковский район,Дир.: Капузниян Арам Карекинович,kdrj@mail.ru,,"(86349) 3-65-55, 3-65-43, 3-65-60, (86349) 3-66-21","346815, х. Красный Крым, Молодежная, 1"
«Заря» ООО (Обливский район),"зерновые, масличные",Ростовская область,Обливский район,Ген. дир.: Борщенко Александр Петрович,spk_zarya@mail.ru,,"(86396) 5-61-41, 8-928-905-5816","347153, х. Машинский, Береговая, 14 А"
«Заря» ООО (Песчанокопский р-н),"пшеница, подсолнечник, озимый рапс, соя, горох, чечевица",Ростовская область,Песчанокопский район,Ген. дир.: Вагабов Гаджирамазан Омарович,ooozaray2015@mail.ru,,"(86373) 9-12-41, 9-18-46, 8-961-585-6697","347570, с. Песчанокопское, пл. Павших Борцов, 45 А"
«Заря» ООО (Сальский район),"зерновые, масличные",Ростовская область,Сальский район,Дир.: Иваненко Евгений Владимирович,,,"(86372) 4-31-70, 8-928-116-1615","347612, с. Сандата, Калинина, 38"
«Заря» СПК (Егорлыкский район),"зерновые, подсолнечник",Ростовская область,Егорлыкский район,Предс.: Пивень Владимир Григорьевич,spk.zarya@mail.ru,,(86370) 4-01-09,"347681, ст. Новороговская, Советская, 53"
«Заря» СХА (Зимовниковский р-н),"зерновые, подсолнечник",Ростовская область,Зимовниковский район,Предс.: Фроленко Владимир Викторович,zaria97@mail.ru,,"(86376) 3-54-85, 8-928-174-7759","347470, ст. Кутейниковская, Школьная, 24"
«Захарос» ООО,"зерновые, подсолнечник, горох, рапс",Ростовская область,Егорлыкский район,Ген. дир.: Осипов Эдуард Захарович,,,8-928-164-7757,"347760, ст. Егорлыкская"
«Зверевская» МТС ООО,"зерновые, масличные",Ростовская область,Красносулинский район,Дир.: Альшенко Дмитрий Николаевич,ooomtczverevo@yandex.ru,,8-918-500-0783,"346310, г. Зверево, Крупской, 126"
«Земля» КФХ,"зерновые, технические",Ростовская область,Азовский район,,,,8-989-518-1107,"346771, с. Займо-Обрыв"
«Земля,"зерновые, масличные, зернобобовые, КРС (мясной), рыбоводство",Ростовская область,Сальский район,Дир.: Скубин Анатолий Николаевич,zemlay2003@mail.ru,,8-952-608-5884,"347627, п. Сеятель Северный, Садовая, 65"
«Земля» ООО,зерновые; мука,Ростовская область,Волгодонск г.,Дир.: Мамедов Эльшан Ширин Оглы,k-zemlya@mail.ru,,"(86392) 7-01-10, 8-908-195-9646","347360, г. Волгодонск, Складская, 7"
"«Земля» ООО (Сальский р-н, п. Супрун)","зерновые, зернобобовые",Ростовская область,Сальский район,Дир.: Половянов Александр Иванович,,,8-928-905-4001,"347621, п. Супрун, Центральная, 12"
«Зена» ООО,"виноградарство, виноделие",Ростовская область,Багаевский район,Ген. дир.: Малик Екатерина Юрьевна,katerinamalik@yandex.ru,,8-918-558-0119,"346601, Багаевский р-н, ст-ца Манычская, Советская, 173 А"
«Зерновое» КФХ ООО,"зерновые, технические",Ростовская область,Егорлыкский район,Дир.: Завялов Александр Иванович,zernovoe2007@mail.ru,,8-928-604-8597,"347672, х. Новая Деревня, Деревенская, 23 А"
«Знамя труда» ООО,зерновые,Ростовская область,Тацинский район,Дир.: Саакян Левон Смбатович,z_truda@mail.ru,,8-928-108-1696,"347066, х. Крылов, Центральная, 5"
«Зодиак» СПК,зерновые,Ростовская область,Октябрьский район,Предс.: Морозов Валерий Петрович,zodiak6163@mail.ru,,"8-908-512-4448, 8-961-408-6259","346490, п. Верхнегрушевский, Гагарина, 14"
«Золотая Коса» АО,"садоводство (груши, яблоки, черешня, сливы), земляника; пшеница, подсолнечник, ячмень",Ростовская область,Неклиновский район,Ген. дир.: Горяницын Игорь Викторович,goldkosa@yandex.ru,,"(86347) 5-27-96, 5-27-42","346845, Неклиновский р-н, с. Золотая Коса, Первомайская, 1"
"«Золотая семечка» ООО, ГК «Юг Руси»","производство и реализация масла растительного «Золотая семечка», «Аведов», «Злато», майонеза, шрота",Ростовская область,Ростов-на-Дону г.,,,,(863) 253-28-66,"344034, г. Ростов-на-Дону, пл. Толстого, 8"
«Золото с Полей» ООО,"зерновые, масличные",Ростовская область,Дубовский район,Дир.: Насонов Павел Михайлович,agro-sistema.np@yandex.ru,,"8-989-504-2714, 8-905-455-3883","347421, х. Вербовый Лог, Центральная, 25 А, офис 1"
«Золото степей» ООО,зерновые,Ростовская область,Пролетарский район,Дир.: Максименко Михаил Викторович,prolhim@mail.ru,,"(86374) 9-53-00, (86374) 9-51-48","347540, г. Пролетарск, пер. 81 Морской Стрелковой Бригады, 29"
«Золотые Росы» ООО,"зерновые, масличные",Ростовская область,Белокалитвинский район,Дир.: Вартанян Цохик Николаевна,,,8-928-226-0109,"347006, п. Углекаменный"
«Зубковский» СПК,"зерновые, масличные",Ростовская область,Шолоховский район,Предс.: Кочетов Иван Семенович,,,8-928-771-4561,"346271, х. Зубковский, Северная, 12"
«Ивушка» КХ,"зерновые, зернобобовые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-904-500-0712,"346970, п. Матвеев Курган"
"«Изобильное», ф-л ООО «РЗК «Ресурс»","пшеница, подсолнечник, кукуруза",Ростовская область,Миллеровский район,Дир. фил.: Каченко Александр Александрович,t.kostik@gap-rs.ru,,(86385) 5-54-18,"346114, сл. Нижненагольная, Российская, 34"
«Изобильный» СПК,"зерновые, подсолнечник",Ростовская область,Егорлыкский район,Предс.: Кувиков Федор Евгеньевич,,,"(86370) 2-39-63, 8-928-164-3296","347760, ст. Егорлыкская, Чапаева, 160"
«Изумруд» ООО,"зерновые, масличные",Ростовская область,Красносулинский район,Дир.: Бережной Владимир Валентинович,isumrudsulin@mail.ru,,"8-928-140-3930, 8-928-101-2399","346393, х. Платово, Степная, 18"
«Иловайское» ООО,"зерновые, КРС (мясной)",Ростовская область,Зимовниковский район,Дир.: Нестеренко Валерий Михайлович,kazaki07@rambler.ru,,(86376) 3-54-38,"347470, ст. Кутейниковская, Школьная, 24"
«Имени Шолохова» ООО,"озимая пшеница, ячмень, подсолнечник",Ростовская область,Матвеево-Курганский район,Дир.: Демин Александр Иванович,,,8-928-777-1102,"346969, с. Латоново, 5-й переулок, 4"
«Импульс» КФХ,"зерновые, масличные",Ростовская область,Кагальницкий район,,,,8-988-541-0459,"347716, с. Новобатайск, Советская, 3"
«Индустриальное» ООО / «Победа» ООО / «Светлый» ООО,"зерновые, масличные, зернобобовые: пшеница, ячмень, подсолнечник, овес, кукуруза, просо, сорго, лён и др.",Ростовская область,Кашарский район,Дир./Ген. дир.: Гончаров Александр Евгеньевич,spksvetlo@yandex.ru,,"8-928-140-3398, 8-919-897-4828","346215, с. Каменка, Центральная, 15 («Светлый» ООО, «Индустриальное» ООО)"
«Индюшкин двор» ООО,"разведение сельскохозяйственной птицы (индейки), инкубирование яйца, производство готовой продукции из мяса птицы",Ростовская область,Октябрьский район,,o.cvetkova@acdamate.com,,"8-980-340-9991, (863) 284-00-00","346483, Октябрьский р-н, р.п. Каменоломни, Дзержинского, 2 Б, пом. 24"
«Инкубатор» ООО,инкубатор,Ростовская область,Неклиновский район,Дир.: Качан Юрий Павлович,,,8-950-860-9177,"346860, Неклиновский р-н, с. Покровское, Сельхозтехники, 18 А"
«Искорка» КХ,"зерновые, зернобобовые, просо",Ростовская область,Мартыновский район,,,,8-928-156-9864,"346687, х. Кривой Лиман"
«Искра» ООО (Куйбышевский район),"пшеница, ячмень, подсолнечник",Ростовская область,Куйбышевский район,Дир.: Кравцов Игорь Владиславович,iskrakr@yandex.ru,,8-928-622-0070,"346951, с. Крюково, Молодежная"
«Искра» ООО (Морозовский район),"пшеница, ячмень, подсолнечник",Ростовская область,Морозовский район,Дир.: Святогоров Александр Васильевич,0463@mail.ru,,8-928-760-7820,"347210, г. Морозовск, Луначарского, 36"
«Исток» КХ,"зерновые, масличные, зернобобовые",Ростовская область,Константиновский район,,,,8-989-623-9255,"347272, ст. Николаевская"
«Исток» ООО,зерновые,Ростовская область,Волгодонской район,Дир.: Руденко Анатолий Владимирович,agapowaoksana@yandex.ru,,8-928-120-7000,"347360, х. Сухая Балка, Центральная, 37"
«Исток» СПК (Орловский район),зерновые,Ростовская область,Орловский район,Предс.: Шевцов Юрий Васильевич,kpistok@mail.ru,,8-928-164-2843,"347505, х. Каменная Балка, Молодежная, 81"
«Исток» ФХ,"зерновые, подсолнечник",Ростовская область,Азовский район,Дир./Глава: Ратушный Петр Григорьевич,istok1991@yandex.ru,,8-928-628-1080,"346787, г. Азов, Ленинградская, 115"
«Исток-1» ООО,"пшеница, ячмень, горох; картофель, овощи (лук, морковь, свекла)",Ростовская область,Семикаракорский район,Дир.: Гончаров Геннадий Петрович,istok1@semikar.donpaс.ru,,(86356) 2-77-45,"346645, х. Шаминка, Виноградная, 1 А"
«Источник» ИПС ООО,разведение с/х птицы (инкубатор),Ростовская область,Мясниковский район,Дир.: Бабасинян Светлана Амбарцумовна,ooo_istochnik@mail.ru,,"(86349) 3-72-94, (86349) 8-950-840-6042, (86349) 8-928-131-8298","346812, Мясниковский р-н, с. Крым, Лукашина, 55"
«Ихтис» ООО,"рыбоводство (карп, толстолобик, амур)",Ростовская область,Семикаракорский район,Дир.: Челомбитько Василий Иванович,,,(86356) 2-70-29,"346641, Семикаракорский р-н, п. Нижний Саловск"
«Кагальник» ООО,"зерновые, подсолнечник, кукуруза, бобовые",Ростовская область,Константиновский район,Дир.: Крежановский Юрий Николаевич,kagalnik-agro@yandex.ru,,8-928-147-4046,"347271, х. Упраздно-Кагальницкий, Солнечная, 3"
«Кагальник-Агро» ООО,"зерновые, масличные культуры",Ростовская область,Кагальницкий район,Дир.: Журба Роман Николаевич,kagalnik-agro@uraldon.ru,,"(86345) 9-64-36, 9-64-55","347701, ст. Кагальницкая, пер. Автомобилистов, 15"
"«Кадамовский», филиал АО «Ленинградское»","зерновые, масличные",Ростовская область,Октябрьский район,Дир.: Думанский Джумбер Михайлович,"k, adamovskiy@v-k-b.ru",,(86360) 3-49-46,"346498, п. Кадамовский, пер. Конторский, 8"
«Казачий Двор» ООО,"масло растительное, ядро подсолнечника, жмых",Ростовская область,Шолоховский район,Дир.: Конкин Александр Николаевич,kmv65@bk.ru,,(86353) 7-72-68,"346270, Шолоховский р-н, ст. Вёшенская, Шолохова, 64"
«Казачье Агро» ООО,"зерновые, масличные, зернобобовые; КРС (мясной); овцы; прудовое рыбоводство",Ростовская область,Сальский район,Дир.: Зинченко Андрей Викторович,kazache2004@yandex.ru,,"(86372) 4-42-45, 8-928-178-0498","347613, Сальский р-н, с. Ивановка, Игоря Полуляшнова, 39"
