Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Винсадское» АО,"пшеница, ячмень, овес, гречиха, подсолнечник, рапс; овощи, картофель",Ставропольский край,Предгорный район,Дир.: Кривашеев Сергей Алексеевич,vinsadskoe@yandex.ru,https://www.vinsadskoe.ru/,"(87961) 6-24-40, 6-25-54","357361, с. Винсады, Ленина, 41 А"
«Вита-1» ООО,"молочная и кисломолочная продукция: творог, сметана, сыры рассольные, айран, масло сливочное. йогурты и пр.",Ставропольский край,Предгорный район,Дир.: Алиева Антонина Анваровна,vita-moloko@rambler.ru,,"(87932) 5-25-10, 5-28-76, 5-25-07","357433, г. Железноводск, п. Иноземцево, 50 лет Октября, 1"
«Витал продукт» Компания ООО,"производство крупы кукурузной, муки кукурузной, кормовых продуктов (отруби, зародыш кукурузы)",Ставропольский край,Изобильненский район,Ген. дир.: Шармазанов Виталий Шаликоевич,"e, k918901@yandex.ru",https://vitalproduct.ru/,"(86545) 4-03-03, (86545) 4-07-00, 4-08-32, 4-08-17","356140, г. Изобильный, 50 лет Октября, 39 А"
«Вкус Ставрополья» ООО,тепличный комбинат по круглогодичному выращиванию клубники,Ставропольский край,Предгорный район,Ген. дир.: Андреева Анна Сергеевна,vkus@vkusstav.ru,https://vyberry.me/,"(8652) 59-50-07, 8-988-678-1252","357375, Предгорный р-н, п. Нежинский, 3/1, строение 3, пом. 1 N, оф. 1"
«Владимирово» КФХ,зерновые,Ставропольский край,Грачевский район,Глава: Толокнев Евгений Владимрович,,,(86540) 3-01-96,"356264, с. Кугульта"
«Владимировский» ООО (Левокумский район),"зерновые, многолетние травы; элитные семена оз. пшеницы, КРС (молочный)",Ставропольский край,Левокумский район,Ген. дир.: Клабуков Юрий Владимирович,"spkvladimir@m, ail.ru",,"(86543) 5-53-33, 5-53-37","357970, Левокумский р-н, с. Владимировка, Лыхова, 12"
«Владимировский» СПК ПР (Туркменский район),"пшеница, ячмень, КРС, мукомольное производство, отруби, услуги по переработке зерновых культур, хлебобулочные изделия, семена зерновых",Ставропольский край,Туркменский район,Предс.: Крупинский Юрий Иванович,vlspk@yandex.ru,,"(86565) 3-65-45, 3-65-44, 3-65-41, 2-01-54","356543, Туркменский р-н, п. Владимировка, Ленина, 72"
«Водопьянов» ООО,"зерновые, технические, зернобобовые культуры",Ставропольский край,Петровский район,Дир.: Водопьянов Стефан Стефанович,vodopyanov.st@yandex.ru,,"(86547) 6-33-23, 8-928-009-7090, 8-918-764-4300","356530, г. Светлоград"
«Возрождение» СХП ООО,"пшеница, ячмень, овес, кукуруза, подсолнечник, лен",Ставропольский край,Грачевский район,Дир.: Алиев Абдурахман Гасайниевич,,,8-905-497-5233,"356261, с. Старомарьевка, Вокзальная, 2 А"
«Войтика» ООО,"зерновые, подсолнечник, лен, кукуруза",Ставропольский край,Александровский район,Ген. дир.: Хаммуд Адель Мажид,voitika@yandex.ru,,356302,"356302, с. Александровское, Красноармейская, 230"
«Волна» ООО (Труновский район),рыбоводство,Ставропольский край,Труновский район,Дир.: Ковынев Евгений Сергеевич,,,8-918-741-1197,"356170, Труновский р-н, с. Донское, пер. Совхозный, 3"
«Волна» ООО (Кировский район),"рыба (карп, толстолобик, белый амур); зерновые",Ставропольский край,Кировский район,Дир.: Белоконь Андрей Владимирович,,,8-909-758-0058,"357329, ст-ца Советская, пер. Гагарина, 54"
«Володино» СХП ООО,"зерновые, технические, масличные",Ставропольский край,Петровский район,Ген. дир.: Шевченко Александр Николаевич,volodino@yandex.ru,,(86547) 3-81-97,"356525, с. Ореховка, Ленина, 8"
«Воровсколесское» ООО СХП,"пшеница, ячмень, кукуруза, подсолнечник",Ставропольский край,Андроповский район,Дир.: Джейранова Нина Николаевна,shp.2015@yandex.ru,,(86556) 5-34-85,"357081, ст. Воровсколесская, Советская, стр. 2 А"
Ворошилова им. колхоз СПА (Новоалександровский район),"пшеница, ячмень, овес, кукуруза, подсолнечник, горох; сахарная свекла; КРС (мясной); мукомольное пр-во, хлеб",Ставропольский край,Новоалександровский район,Предс.: Шатохин Олег Викторович,spa.voroshilova@mail.ru,,"(86544) 5-55-22, 6-78-15, 5-55-36, 5-55-49","356013, Новоалександровский р-н, х. Красночервонный, Ленина, 22"
Ворошилова им. колхоз СПК (Труновский район),"зерновые, кукуруза, горох, подсолнечник, кормовые культуры",Ставропольский край,Труновский район,Предс.: Таранов Сергей Викторович,voroshilov_spk@mail.ru,,"(86546) 2-44-96, 2-31-45, 2-32-45, 2-32-42","356190, с. Безопасное, Ленина, 110"
«Восток» ООО (Курский район),"зерновые, масличные",Ставропольский край,Курский район,Дир.: Цой Родион Михайлович,"v, ostokkursk26@gmail.com",,(87964) 6-25-58,"357850, ст. Курская, Гагарина, 6"
«Восток» СПК племзавод (Степновский район),"племенное овцеводство: племзавод (северокавказская мясо-шерстная, тонкорунная), пшеница, семена зерновых, однолетних, многолетних трав",Ставропольский край,Степновский район,Предс.: Лобанов Андрей Викторович,"p, zvostok1921@mail.ru",,"(86563) 3-73-75, 3-73-88","357937, Степновский р-н, п. Верхнестепной, Центральная, 7"
«Восточное» КФХ (Новоалександровский район),"зерновые, зернобобовые, технические культуры",Ставропольский край,Новоалександровский район,Глава: Шамрай Игорь Борисович,igha196502@mail.ru,,8-905-411-2526,"356026, п. Светлый"
«Восход» АО СХП,пшеница,Ставропольский край,Петровский район,Ген. дир.: Антонов Михаил Юрьевич,voshod.petrowskij@yandex.ru,,8-988-090-4872,"356524, с. Гофицкое, Советская, 51"
«Восход» ЗАО (Курский район),зерновые,Ставропольский край,Курский район,Дир.: Уримагов Павел Заурович,zaovosxod2009@mail.ru,,8-962-412-9971,"357851, Курский р-н, ст. Курская"
«Восход» ООО (Степновский район),"пшеница, ячмень, подсолнечник, кукуруза, соя, гречиха, лён; картофель",Ставропольский край,Степновский район,Дир.: Киц Иван Иванович,,,8-962-000-0435,"357930, х. Восточный, Мира, 61"
«Восход» ООО (Предгорный район),"КРС, овцы, лошади",Ставропольский край,Предгорный район,Дир.: Каракетов Хусеин Борисович,,,8-928-363-5500,"357374, п. Мирный, Совхозная, 9"
«Восход Плюс» ООО,"суточные (бройлеры, несушки), цыплята, утята, гусята, индюшата",Ставропольский край,Ставрополь г.,Дир.: Ельникова Виктория Валерьевна,inkubator-st-26@mail.ru,,(8652) 36-42-60,"355026, г. Ставрополь, Пригородная, 193 А"
«Восход» СПК (Кировский район),"пшеница, ячмень, подсолнечник, плодоводство (посадочный материал, саженцы, подвои), ягоды",Ставропольский край,Кировский район,Предс.: Трофимов Александр Владимирович,spk.voshod@mail.ru,,"(87938) 6-71-64, 8-905-492-1424","357329, Кировский р-н, х. Липчанский, Центральная, 5"
«Восход» СППК,"зерновые, технические; КРС (молочный)",Ставропольский край,Предгорный район,Предс.: Стребкова Валентина Николаевна,,,8-962-401-8975,"357390, ст-ца Суворовская, Карла Маркса, 346/1"
«Восход-2» КФХ,"зерновые, лён; КРС (мясной)",Ставропольский край,Буденновский район,Глава: Песков Иван Сергеевич,,,8-962-023-5437,"356822, п. Искра"
«Врана» КФХ,"зерновые, технические",Ставропольский край,Новоалександровский район,Глава: Врана Владимир Владимирович,,,8-962-400-9836,"356023, х. Фельдмаршальский"
«Всероссийский научно-исследовательский институт овцеводства и козоводства» (ВНИИОК) ФГБНУ,"генофондное хозяйство, племрепродуктор (зааненская); высокоэффективные технологии содержания, кормления, выращивания овец, коз, молочного и мясного скота, свиней; современные методы промышленного скрещивания в овцеводстве, гибридизации в свиноводстве, селекционные приемы в молочном и мясном скотоводстве; реализация: племенных молочных коз зааненской породы, козьего молока и продуктов его переработки, шерсти и овчины",Ставропольский край,Ставрополь г.,Дир.: Суров Александр Иванович,info.vniiok@mail.ru,,"(8652) 71-70-33, 71-57-72","355017, г. Ставрополь, пер. Зоотехнический, 15"
«Вторая пятилетка» племзавод СПК,"зерновые, подсолнечник; племенное овцеводство: племзавод (джалгинский меринос), племенное скотоводство: племрепродуктор (красная степная)",Ставропольский край,Ипатовский район,Предс.: Сердюков Игорь Геннадиевич,bz19@yandex.ru,,"(86542) 3-31-48, 3-31-85, 3-35-87","356625, Ипатовский р-н, с. Большая Джалга, Колхозная, 19"
«Выбор» СПК,"пшеница, ячмень, кукуруза, подсолнечник",Ставропольский край,Предгорный район,Предс.: Баранников Сергей Валентинович,viborspk94@yandex.ru,,(87961) 4-80-31,"357355, п. Пятигорский, Новая, 20 В"
«Высоцкое» ООО / «Заря» СХП ООО,"озимая пшеница, кукуруза, подсолнечник",Ставропольский край,Петровский район,Ген. дир.: Дорохин Роман Александрович,Dorohin.RA@ahstep.ru,,"8-918-743-3659, (86547) 6-36-83","356526, с. Высоцкое, Центральная, 70"
«Гелиос» ООО,"пшеница, подсолнечник, садоводство (яблоки, черешня)",Ставропольский край,Ипатовский район,Ген. дир.: Дорошенко Александр Григорьевич,gelios03@yandex.ru,,"(86542) 4-56-81, 2-22-38","356613, с. Первомайское, Мира, 18"
«Гео-Простор» ООО,"мукомольное производство, макаронные изделия",Ставропольский край,Георгиевский район,Дир.: Скляров Виктор Иванович,deoprostor@rambler.ru,,"(87951) 7-45-30, (87951) 7-45-27, (87951) 7-47-15","357820, г. Георгиевск, Октябрьская, 116"
«Геозерно» ООО,"производство муки, отрубей",Ставропольский край,Георгиевский район,Дир.: Абдусаламов Ильяс Амирчупанович,geozerno2020@mail.ru,,8-963-388-1777,"357820, г. Георгиевск, Минераловодский, 10/12"
"«Георгиевский МЭЗ», ОП ООО МЭЗ «Ресурс»","производство подсолнечного, соевого масел",Ставропольский край,Георгиевский район,Ген. дир.: Яковлев Андрей Владимирович,pr@gap-rs.ru,,(87951) 3-61-12,"357820, г. Георгиевск, Гагарина, 60"
«Гигант» СПК колхоз,"пшеница, подсолнечник, кукуруза; племенное скотоводство: племрепродуктор (казахская белоголовая), КРС",Ставропольский край,Благодарненский район,Предс.: Ворожко Александр Васильевич,gigant04@mail.ru,,"(86549) 3-13-88, 3-13-04, 3-15-86","356403, Благодарненский р-н, с. Сотниковское, Советская, 290"
«Гранда» ООО,производство муки,Ставропольский край,Петровский район,Дир.: Магомедов Арсен Хизриевич,,,"(86547) 4-45-05, 8-906-442-1463","356530, Петровский р-н, г. Светлоград, 1-й Промышленный проезд, 15"
«Гранит» ООО,зерновые,Ставропольский край,Красногвардейский район,Ген. дир.: Колесниченко Любовь Николаевна,,,8-905-460-1422,"356035, п. Штурм, Садовая, 4"
«Грачевская» Птицефабрика ООО,разведение с/х птицы (яйца),Ставропольский край,Грачевский район,Ген. дир.: Ибрагимов Малик Расулович,bptik@yandex.ru,,"(86540) 3-04-07, (86540) 3-04-08, 8-988-100-0102","356253, Грачевский р-н, с. Красное, Фабричная, 1"
«Грейн Компани» ООО,"пшеница, закупка зерновых",Ставропольский край,Благодарненский район,Ген. дир.: Магомедов Саид Гасбуллаевич,graincompani@mail.ru,,8-938-122-0505,"производство: 356410, Благодарненский р-н, с. Александрия"
«Гремучка» ООО СХП,"пшеница, кукуруза, подсолнечник, травы на сено",Ставропольский край,Александровский район,Дир.: Авдеев Михаил Анатольевич,suhoruckowa.vera2013@yandex.ru,,"(86557) 3-33-24, 3-34-38","356326, с. Грушевское, Кирова, 69/4"
«Григорополисское» АО,"зерновые, кукуруза, гречиха, горох, соя, подсолнечник; сахарная свекла; КРС (мясной, молочный), семена пшеницы, ячменя, сои",Ставропольский край,Новоалександровский район,Ген. дир.: Пьянов Сергей Викторович,shpk_russia@mail.ru,,(86544) 5-10-43,"356022, Новоалександровский р-н, ст. Григорополисская, Шмидта, 40"
«Группа компаний «Агроальянс» ООО,"зерновые, зернобобовые",Ставропольский край,Ставрополь г.,Дир.: Ганюта Ольга Владимировна,financ@agro-all.com,,"8-906-475-3608, 8-918-785-1990","355004, г. Ставрополь, Мира, 267"
«Гуднесс Фудс Ипатовский» ООО,"зерновые, зернобобовые, масличные культуры, картофель",Ставропольский край,Ипатовский район,,,https://goodness-agro.com/,(8652) 23-78-50,"356628, п. Винодельненский, Ленина, 38"
«Дав Билдинг» ООО,"овощи, бахчевые",Ставропольский край,Буденновский район,Ген. дир.: Щербинин Сергей Викторович,,,8-918-757-5422,"356800, г. Буденновск, Советская, 64"
«Даис» КХ,"пшеница, ячмень",Ставропольский край,Петровский район,Глава: Давыдов Роман Александрович,,,8-918-797-1192,"356537, г. Светлоград, Восточная, 47"
«Двухрядко» КФХ,"пшеница, горох, лён",Ставропольский край,Труновский район,Глава: Котляров Александр Викторович,trmp_v_63@mail.ru,,8-988-099-4611,"356188, с. Подлесное"
«Джалга» ООО СП,"зерновые, зернобобовые, масличные",Ставропольский край,Апанасенковский район,Ген. дир.: Сметанин Григорий Николаевич,djalga@list.ru,,"(86555) 7-62-32, 7-62-18","356703, с. Малая Джалга, Красная, 64"
«ДК-Продукт» ООО,"мукомольное производство (кукурузная, гречневая, рисовая мука)",Ставропольский край,Изобильненский район,Ген. дир.: Курчавый Денис Александрович,dk-produkt@mail.ru,,"(86545) 3-69-65, 3-69-63","356102, Изобильненский р-н, п. Передовой, пер. Степной, 24"
«Добровольное» ООО (Ипатовский район),"пшеница, кукуруза, подсолнечник, рапс, лен, гречиха, горох; овощеводство (лук)",Ставропольский край,Ипатовский район,Ген. дир.: Артамонов Александр Анатольевич,dobrovolnoe@energomera.ru,,"(86542) 4-64-35, (8652) 33-08-01","356606, с. Добровольное, Мира, 20, оф. 26"
«Добровольное» СХП ООО (Буденновский район),"зерновые, зернобобовые, технические, масличные культуры",Ставропольский край,Буденновский район,Исп. дир.: Жердев Юрий Иванович,arhip-26@yandex.ru,,"(86559) 6-22-45, (86559) 8-903-413-7058, 6-22-48","356838, с. Архиповское, Советская, 155"
«Доброжеланное» ООО (Буденновский район),"картофель, лук",Ставропольский край,Буденновский район,Дир.: Сиваконьев Андрей Витальевич,meridian_2003@list.ru,,(86559) 2-36-36,"356800, г. Буденновск, пр-зд Тампонажный, 3"
«Доброжеланный» ЗАО (Буденновский район),"пшеница, ячмень, КРС",Ставропольский край,Буденновский район,Ген. дир.: Пожар Сергей Трофимович,dobrobuh@bk.ru,,"(86559) 9-82-14, 2-36-36","356839, п. Доброжеланный, Юбилейная, 19"
«Долина» ООО,"озимая пшеница, зернобобовые",Ставропольский край,Левокумский район,Дир.: Калиновский Андрей Владимирович,dolina_12@mail.ru,,"(86543) 5-64-67, 8-962-002-2002","357976, п. Кумская Долина, Кочубея, 10"
«Донское» СП ООО,"пшеница, ячмень, подсолнечник, горох",Ставропольский край,Петровский район,Дир.: Джанибеков Асхат Эльдарбиевич,spdonskoe@mail.ru,,8-909-767-8888,"356521, с. Донская Балка, Ленина, 140"
«Дружба» СПК колхоз-агрофирма (Советский район),"пшеница, ячмень, подсолнечник, горох, крупы (ячневая, перловая, гороховая, полтавская), мука, семена зерновых, гороха",Ставропольский край,Советский район,Предс.: Озарко Евгений Васильевич,agrodrujba@yandex.ru,http://www.agrodrujba.ru/,"(86552) 3-41-48, 3-54-32, 3-57-24","357915, г. Зеленокумск, Садовая, 51"
«Дружба» СПК племзавод (Апанасенковский район),пшеница; племенное скотоводство: племзавод (калмыцкая),Ставропольский край,Апанасенковский район,Предс.: Кущ Евгений Дмитриевич,drugba26@yandex.ru,,"(86555) 7-24-85, 7-26-19, 7-26-23, 7-24-78","356710, Апанасенковский р-н, с. Вознесеновское, Шоссейная, 3"
«Дружба» СХП ООО (Андроповский район),"пшеница; КРС, овцы",Ставропольский край,Андроповский район,Ген. дир.: Тагирбеков Казибег Мислимович,shp.drujba@bk.ru,,8-938-781-3638,"357076, х. Нижнеколонский, Центральная, 49"
«Дубовский» СПК колхоз,"пшеница, ячмень, кукуруза, подсолнечник, горох, горчица",Ставропольский край,Шпаковский район,Предс.: Чурсинов Владимир Георгиевич,dubovkaspk@mail.ru,,8-906-463-6288,"356210, с. Дубовка, Шоссейная, 5"
«Егорлык» (Артель) СПК,зерновые,Ставропольский край,Изобильненский район,Предс.: Варавин Юрий Алексеевич,,,8-905-448-5560,"356106, с. Птичье, Мира, 36"
«Елена» ООО,"зерновые, рапс; реализация средств защиты растений, удобрений",Ставропольский край,Благодарненский район,Дир.: Смирнов Михаил Иванович,elena@yandex.ru,,8-961-497-3317,"356420, г. Благодарный, Набережная, 51"
«Елена» ООО,"пшеница, ячмень, подсолнечник, горох, КРС (мясной, молочный)",Ставропольский край,Советский район,Ген. дир.: Харин Александр Иванович,spkvostochnoe@yandex.ru,,"(86552) 4-16-97, (86552) 4-18-12","357925, х. Восточный, Школьная, 57"
«Желан» КФХ,"пшеница, ячмень, горох, кукуруза, соя",Ставропольский край,Новоалександровский район,Глава: Нечаев Евгений Александрович,,,8-962-448-4684,"356000, г. Новоалександровск"
«Жемчуг» (Артель) СПК,"пшеница, ячмень, подсолнечник",Ставропольский край,Изобильненский район,Предс.: Малышев Александр Сергеевич,"Lar.malysceva@yandex, .ru",,"(86545) 7-81-84, 8-962-443-8172","356103, ст. Баклановская, Восточный, 9"
«Жемчужина» КХ,"ячмень, пшеница, подсолнечник, горох",Ставропольский край,Георгиевский район,Глава: Канарёв Александр Иванович,,,8-961-491-6291,"357844, п. Новоульяновский"
«Жемчужина Ставрополья» АФ ОАО,"производство дистилятов, коньячных напитков",Ставропольский край,Буденновский район,Ген. дир.: Набережная Любовь Николаевна,zs-info@yandex.ru,,(86559) 9-12-37,"356826, Буденновский район, с. Красный Октябрь, Победы, 9"
«Жемчужина Ставрополья» СХП ООО,пшеница; виноград столовый,Ставропольский край,Буденновский район,Ген. дир.: Гончарова Олеся Александровна,shp-zs2015@yandex.ru,,(86559) 9-12-37,"356826, Буденновский р-н, с. Красный Октябрь, Виноградная, 30"
«Животновод» ООО,"пшеница, подсолнечник, КРС (мясной)",Ставропольский край,Петровский район,Дир.: Водопьянов Николай Стефанович,"j, ivotnovod356530@yandex.ru",,8-961-441-6888,"356530, г. Светлоград, Калинина, 39"
«З/сов «Ставропольский» ООО,зерновые,Ставропольский край,Благодарненский район,Ген. дир.: Вайгум Вячеслав Иванович,"zsovxoz@mail.ru, zsstv@mail.ru",,8-906-411-6555,"факт.: 356418, п. Ставропольский, 8 Марта"
«Заман» ООО,"зерновые, подсолнечник, зернобобовые",Ставропольский край,Благодарненский район,Дир.: Эреджепов Ануар Закерьяевич,zaman26@bk.ru,,(8652) 22-50-17,"356405, п. Эдельбай, Новая, 21"
«Западное» ООО,зерновые,Ставропольский край,Кочубеевский район,Ген. дир.: Кренслер Фёдор Фёдорович,natashina.elena@mail.ru,,8-962-402-0777,"357000, с. Кочубеевское, Балахонова, 1 А"
«Зарубиных» КХ,"пшеница, кукуруза, подсолнечник",Ставропольский край,Труновский район,Глава: Зарубин Александр Иванович,,,(86546) 2-54-60,"356195, п. Кирова"
«Заря» ЗАО (Левокумский район),"пшеница; виноматериалы, виноградарство",Ставропольский край,Левокумский район,Дир.: Синеоков Анатолий Александрович,zarya-lev@mail.ru,,(86543) 5-71-24,"357963, Левокумский р-н, п. Заря, Ленина, 12"
«Заря Кавказа» ООО,"зерновые, технические",Ставропольский край,Кировский район,Дир.: Ганеев Сергей Ревальевич,zaryakavkaza@mail.ru,,"(87938) 6-77-71, 8-962-498-3166","357329, ст. Советская, Пролетарская, 150"
"«Заря» ООО (Петровский район, г. Светлоград)","пшеница, ячмень, подсолнечник, лен, рапс, горох, сорго зерновое",Ставропольский край,Петровский район,Дир.: Хадыка Александр Иванович,,,8-903-445-3637,"356530, г. Светлоград, Победы, 37"
"«Заря» ООО (Петровский район, с. Сухая Буйвола)","зерновые, технические",Ставропольский край,Петровский район,Ген. дир.: Порублев Андрей Викторович,strogimpuls.zuev2009@yandex.ru,,(86547) 4-10-53,"356523, с. Сухая Буйвола, Советская, 20 А"
«Заря-3» КФХ (Буденновский район),"зерновые, зернобобовые",Ставропольский край,Буденновский район,Глава: Бессмельцев Сергей Павлович,,,8-905-469-5563,"356828, п. Терской"
«Зеленая Роща» ЗАО,"пшеница, ячмень, зернобобовые; виноград (технический)",Ставропольский край,Степновский район,Дир.: Базовой Владимир Антонович,vinzavod85@list.ru,,"(86563) 3-52-85, 3-52-24","357939, Степновский р-н, с. Зеленая Роща, Советская, 24"
«Зеркальные пруды» СПК рыбколхоз (Петровский район),"рыбопосадочный материал, рыба (толстолобик, карп, белый амур)",Ставропольский край,Петровский район,Предс.: Абубакаров Магомад Абухаджиевич,maga-rybhoz@yandex.ru,,(86547) 4-04-72,"356530, Петровский р-н, г. Светлоград, Трудовая, 9"
«Зернопродукт Агро» ООО,зерновые,Ставропольский край,Ставрополь г.,Дир.: Тищенко Наталья Васильевна,zernoproduktagro@mail.ru,,8-928-321-2085,"356255, п. Новоспицевка, Центральная, 14"
"«Золотая Нива» АФ ООО, отд. № 11 (Грачевский район)","зерновые, пропашные",Ставропольский край,Грачевский район,Исп. дир.: Журавлев Сергей Петрович,farm11@goldenniva.ru,https://www.goldenniva.ru/,(8652) 33-04-00,"356264, п. Верхняя Кугульта, Строителей, б/н"
"«Золотая Нива» АФ ООО, отд. № 6 (Изобильненский район)","зерновые, кукуруза, подсолнечник",Ставропольский край,Изобильненский район,,farm6.ves@goldenniva.ru,,"(8652) 33-04-00, 8-909-455-2802","356101, ст. Новотроицкая, промзона"
"«Золотая Нива» ООО АФ (Красногвардейский филиал, отд. №4)","пшеница, подсолнечник, кукуруза, горох, рапс, соя; сахарная свекла, картофель, лук, морковь",Ставропольский край,Красногвардейский район,Рук.: Деревянко Геннадий Викторович,farm4@goldenniva.ru,,(8652) 33-04-00,"356042, с. Родыки"
«Золотая Нива» ООО АФ (Новоалександровский район),"пшеница, кукуруза, подсолнечник, рапс, горох; сахарная свекла, лук, картофель",Ставропольский край,Новоалександровский район,Ген. дир.: Зеренцев Сергей Викторович,reception@goldenniva.ru,,(8652) 33-04-00,"356000, г. Новоалександровск, Урицкого, 1"
«Золотая Нива» ООО АФ Туркменский филиал отд. № 2,"пшеница, горох, подсолнечник, рапс",Ставропольский край,Туркменский район,Исп. дир.: Скоморощенко Владимир Алексеевич,,,8-962-402-2983,"356546, с. Малые Ягуры"
«Золотая Русь» ООО,зерновые,Ставропольский край,Ипатовский район,Дир.: Ермаков Константин Александрович,ermakov_ka@mail.ru,,(86542) 5-86-00,"356630, г. Ипатово, Московская, 14"
«Золотой Колос» ООО,"пшеница, чечевица, просо, горох, горчица",Ставропольский край,Александровский район,Ген. дир.: Ноздрин Александр Юрьевич,,,"8-962-456-2924, 8-962-404-0791","356300, с. Александровское, Московская, 30"
«Зубр» ООО,"пшеницa, подсолнечник, кукуруза",Ставропольский край,Кировский район,Дир.: Немов Виктор Михайлович,zubr.ooo@yandex.ru,,(87938) 3-34-47,"357324, ст. Зольская, Калинина, 2"
«Изобилие» ООО (Георгиевский район),"пшеница, ячмень, подсолнечник, кукуруза, рапс, соя, горох",Ставропольский край,Георгиевский район,,izobilie2018@yandex.ru,,"(87951) 4-30-01, 4-30-08, 4-30-02","357812, с. Обильное, Советская, 41"
«Изобилие» ООО / «Простор» ООО,"производство муки пшеничной в/с, 1 сорт, отрубей; ячмень, пшеница, горох",Ставропольский край,Левокумский район,Дир.: Багандов Ханапи Магомедович / Багандов Омар Магомедович,"izobilie_2002@mail.ru, oooprostor2012@mail.ru",,"(86543) 3-11-11, 8-928-968-9737","357960, с. Левокумское, Шоссейная, 1"
«Индейка Кавказа»,"птицеводство (инкубационное яйцо, суточные, подрощенные индюшата (породы белая широкогрудая кросса «Надежда»), мясо индейки",Ставропольский край,Георгиевский район,Глава: Цебро Сергей Васильевич,,,8-918-806-8656,"357812, Георгиевский р-н, с. Обильное"
«Иней» ООО,производство мороженого,Ставропольский край,Ставрополь г.,Дир.: Ерофеева Ольга Владимировна,,,"(8652) 28-35-38, (8652) 28-03-93","355035, г. Ставрополь, Старомарьевское шоссе, 13/4"
«Интеринвест» ООО,"плодово-ягодные культуры (яблоки, груши, сливы)",Ставропольский край,Георгиевский район,Ген. дир.: Мармэ Бруно Кристиан Анри,nc-interinvest@yandex.ru,,8-988-740-1910,"357834, Георгиевский р-н, с. Краснокумское, Юбилейная, 4"
«Интерсемя» ООО,"зерновые, овощные, цветочные культуры, семеноводство овощных культур элиты и 1-й репродукции, цветочных, бахчевых культур, фасовка семян",Ставропольский край,Кировский район,Дир.: Кущ Анатолий Александрович,intersemya.bg@mail.ru,,"(87938) 3-34-52, 3-37-51, 8-962-023-3323","357324, Кировский р-н, ст. Зольская, Молодежная, 2 Б"
«Ипатовское» СХПП ОАО,"услуги по организации племенной работы, определению качества племенных животных при реализации племенного молодняка",Ставропольский край,Ипатовский район,Ген. дир.: Беляева Валентина Антоновна,ip_plemob@mail.ru,,(86542) 2-29-78,"356630, г. Ипатово, Гагарина, 21"
«Иргаклинский» СПК колхоз,"пшеница, люцерна, горох, рапс",Ставропольский край,Степновский район,Предс.: Калашников Виталий Андреевич,spkirgakly@rambler.ru,,"(86563) 3-94-31, (86563) 3-91-00, 3-93-75, 3-93-34, 3-94-27","357940, Степновский р-н, с. Иргаклы, Колхозная, 7"
«ИРМАГ» ООО,"пшеница, горох",Ставропольский край,Курский район,Ген. дир.: Магомадов Руслан Салманович,irmag57@mail.ru,,(87964) 6-65-92,"357856, с. Русское, Полевая, 15"
«Исток» СХП ООО,"пшеница, ячмень, рапс, подсолнечник, горох",Ставропольский край,Ипатовский район,Ген. дир.: Хализов Александр Иванович,halizovandrei@mail.ru,,8-968-261-2212,"356615, с. Красная Поляна, Мира, 42"
«Кавинторг Плюс Ф» ООО,колбасные изделия и полуфабрикаты,Ставропольский край,Предгорный район,Ген. дир.: Фоминов Александр Петрович,kavintorg@mail.ru,,"(8652) 20-52-03, 8-928-637-5643","357500, г. Пятигорск, Кисловодское шоссе, 22, литер А"
«Кавказ» ООО (Кировский район),"пшеница, ячмень, просо, подсолнечник, горох, кукуруза",Ставропольский край,Кировский район,Ген. дир.: Ширяев Сергей Андреевич,kavkaz-tkv@yandex.ru,,"(87938) 6-63-00, 6-63-01","357329, ст. Советская, Ленина, 52"
«Кавказ» ООО совхоз-завод (Изобильненский район),"пшеница, подсолнечник, кукуруза",Ставропольский край,Изобильненский район,Ген. дир.: Шабазов Иса Магомедович,kavkaz_2607@mail.ru,,"(86545) 2-20-41, 2-41-03, 2-41-59, 2-41-56","356140, г. Изобильный, Промышленная, 1"
«Кавказ» ООО СХП,томаты (закрытый грунт),Ставропольский край,Советский район,Ген. дир.: Муртазалиев Магомед Даниялович,zaoshpkavkaz@mail.ru,,"8-928-007-1971, 8-928-013-3766","357920, Советский р-н, п. Железнодорожный, Железнодорожная, 97"
«Казьминский» СПК колхоз-племзавод,"пшеница, ячмень, подсолнечник, соя, сахарная свекла; КРС (мясной, молочный); производство муки, сахара; гибридные семена кукурузы, семена подсолнечника гибридов французской селекции; племенное скотоводство: племзавод (черно-пестрая)",Ставропольский край,Кочубеевский район,Предс.: Шумский Сергей Александрович,kazminsky@gmail.com,,"(86550) 3-74-60, (86550) 9-35-75, 9-35-70, 3-72-82, (86550) 9-35-40, 9-34-32, 9-35-90, 3-71-39","357010, Кочубеевский р-н, с. Казьминское, Советская, 48"
"Калинина им., колхоз (Кировский район)","пшеница, ячмень, кукуруза, горох; КРС (молочный)",Ставропольский край,Кировский район,Предс.: Буркот Юрий Федорович,kolhozkalinina@mail.ru,,"(87938) 6-56-23, 6-53-23, 6-56-41, 6-56-42","357312, с. Горнозаводское, Калинина, 105"
«Калининское» ЗАО / «Фермер Прикумья» ПСК,"пшеница, КРС (мясной)",Ставропольский край,Буденновский район,Дир.: Анпилогов Александр Николаевич,kalininskoe1@mail.ru,,"(86559) 9-41-90, 9-44-75, 8-928-293-2255","356824, с. Покойное, Буденного, 22"
