Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Азат» ООО,"зерновые, масличные. технические; сахарная свекла; КРС, лошади",Республика Башкортостан,Фёдоровский район,Дир.: Аминев Азат Вахитович,servregion@yandex.ru,,"(34746) 2-33-66, (34746) 2-46-01, 8-927-327-4456","453294, с. Верхнеяушево"
«АЙ» Колхоз СПК,"зерновые, КРС (молочный), лошади",Республика Башкортостан,Кигинский район,Предс.: Нутфуллин Азат Саматович,spkkolai@yandex.ru,,"(34748) 3-25-34, 8-964-959-8925","452515, д. Юкаликулево, Ленина, 42"
«Айиль» КФХ ООО,"зерновые, масличные, КРС",Республика Башкортостан,Туймазинский район,Дир.: Хайретдинов Ильдар Римович,,,(34782) 3-23-21,"452786, с. Кальшали, Центральная, 24"
«Айские Луга» СПОК,"производство молока, молочной продукции",Республика Башкортостан,Дуванский район,Предс.: Ахмедьянов Ильфат Рафкатович,timirlankredo@mail.ru,,8-964-960-7777,"452530, Дуванский р-н, с. Месягутово, Красный Берег, 20 А"
«Аккужа» КФХ,"зерновые, КРС",Республика Башкортостан,Учалинский район,,,,"(34791) 4-81-15, 8-903-312-5485","453740, с. Юлдашево"
«Актау» СП ООО,"зерновые, масличные, КРС",Республика Башкортостан,Мечетлинский район,Дир.: Нигаматьянов Ильдар Сагитович,centrpartner@mail.ru,,"(34770) 2-52-55, 8-961-366-9465","452555, д. Абдуллино, 60 лет Октября, 43"
«Алагуз» СПССК,"КРС (молочный), полуфабрикаты мясные",Республика Башкортостан,Кигинский район,Предс.: Тагиров Саммат Кавиевич,tagirovmarsel@gmail.com,,"8-917-786-7623, 8-961-041-7663","452505, Кигинский р-н, д. Алагузово, Гагарина, 23"
«Алга» Колхоз СПК,"зерновые, масличные; сахарная свекла",Республика Башкортостан,Буздякский район,Предс.: Хабибрахманова Шафоат Маматкуловна,alga-kolhoz2011@yandex.ru,,(34773) 3-04-12,"452724, с. Старотавларово, Центральная, 24"
«Алга» СПК-Колхоз,"зерновые, КРС (молочный)",Республика Башкортостан,Чекмагушевский район,Предс.: Маннанов Фанис Радикович,3479626721@mail.ru,,"(34796) 2-67-21, (34796) 2-67-65, 8-917-363-1708","452205, с. Тузлукушево, Центральная, 71"
«Алексеевский» АПК АО,овощи,Республика Башкортостан,Уфимский район,Ген. дир.: Овчинников Дмитрий Сергеевич,info@alex-agro.ru,,(3472) 70-92-20,"450531, Уфимский р-н, д. Алексеевка, Интернациональная, 1"
«Аллагужа» СПОК,"КРС (молочный), производство молочной продукции",Республика Башкортостан,Кигинский район,Предс.: Зарипов Ильнур Салаватович,,,"8-937-833-5783, 8-987-149-7983","452505, Кигинский р-н, д. Алагузово, Хамзы, 13"
«Алтын Кош» ООО,птицеводство (гуси),Республика Башкортостан,Иглинский район,Дир.: Хайруллин Ильшат Галимьянович,altenkosh@mail.ru,,8-927-332-3144,"452415, Иглинский р-н, д. Буденновский"
«Алтын-Каз+» СПОК / «Крестьянско-Фермерское Хозяйство «Алтын-Каз» ООО,"птицеводство (куры-бройлеры - инкубатор, гуси, индюки, утки - молодняк), мясо бройлеров",Республика Башкортостан,Туймазинский район,Предс./Дир.: Чанышев Рафаэль Галиевич,altynkaz2002@mail.ru,,8-937-474-8888,"452785, Туймазинский р-н, с. Николаевка, Шоссейная, 2 В, оф. 3"
«Альшей» СПОК,"полуфабрикаты, колбасные изделия",Республика Башкортостан,Альшеевский район,Предс.: Тухватшин Денис Валериевич,den.tukhvatshin@mail.ru,,8-917-802-9636,"452123, Альшеевский р-н, с. Раевский, Медиков, 30/2"
«Альянс» ООО,"зерновые, масличные",Республика Башкортостан,Краснокамский район,Дир.: Алымкулов Улан Румович,"sh.peredovik@mail.ru, uralagro-dir@mail.ru",,8-917-407-8333,"452948, с. Новонагаево, Колхозная, 47, каб. 11"
Амирова имени СПК / Амирова СПК,"зерновые, кормовые, КРС",Республика Башкортостан,Татышлинский район,Предс.: Ибрагимова Гадиля Габдерашитовна / Ханов Азат Мугтасимович,spkamirovo@mail.ru,,(34778) 3-16-21,"452832, с. Аксаитово, Центральная, 37"
«АПК «Рассвет» ООО,свиноводство,Республика Башкортостан,Альшеевский район,Дир.: Рогожина Светлана Федоровна,agrofirma2011@yandex.ru,,"(34724) 6-04-20, 8-917-774-0111","452113, с.Трунтаишево, Центральная, 1 Б"
«АПК «Тарказинский» ООО,"пшеница, ячмень, гречиха, подсолнечник, сахарная свекла",Республика Башкортостан,Ермекеевский район,Дир.: Миннеахметов Ринат Айратович,apktarkazy@mail.ru,,(34741) 2-38-08,"452185, с. Тарказы, Гагарина, 4"
«Аргус» ООО,"зерновые, масличные, олени",Республика Башкортостан,Мелеузовский район,Дир.: Абраамян Партев Агванович,oooargus2005@yandex.ru,,(34764) 3-30-39,"453851, г. Мелеуз, Партизанская, 36, к.1"
«АРС» АПК ООО,овощи (закрытый грунт),Республика Башкортостан,Чекмагушевский район,Дир.: Кудаярова Миляуша Фаниловна,milyashka-80@mal.ru,,(3472) 21-07-85,"452207, с. Старобаширово, кв-л 100902, 112"
«Артемида» ПХ ООО,"зерновые, масличные, КРС - голштинская",Республика Башкортостан,Кармаскалинский район,Дир.: Пожидаев Евгений Викторович,beketovo17@yandex.ru,,"(3472) 69-03-51, 8-927-945-8008","453006, с. Бекетово, Парковая, 8, к.а"
«Архангельский» СПК,производство мясных полуфабрикатов,Республика Башкортостан,Архангельский район,Предс.: Абдрафикова Назира Анасовна,,,"(34774) 2-17-59, 8-962-542-6442","453030, Архангельский р-н, с. Архангельское, Советская, 47"
«Асяновское» ООО,птицеводство (гуси),Республика Башкортостан,Дюртюлинский район,Дир.: Фатыхов Амир Талгатович,asynovskoe@mail.ru,,"(34787) 6-65-38, 8-917-437-4008","452315, Дюртюлинский р-н, с. Асяново"
«АФ «Тукмак» ООО,"зерновые, масличные; овощи",Республика Башкортостан,Хайбуллинский район,Ген. дир.: Сурин Урал Артурович,s-uralis@yandex.ru,,8-927-322-9600,"453804, с. Макан, Целинная, 37 В"
«БАЙ» СССПК,"КРС (молочный), производство молока, молочной продукции",Республика Башкортостан,Баймакский район,Предс.: Ахметов Рустам Игдисламович,"a, khmetov.1473@mail.ru",,8-961-363-9992,"453666, Баймакский р-н, с. Билялово, С. Юлаева, 22"
«Байбулат» ООО,"пшеница, рожь, КРС (молочный)",Республика Башкортостан,Чекмагушевский район,Дир.: Соколов Валерий Вадимович,,,8-927-923-5662,"452222, с. Байбулатово, Речная, 37"
«Байрак» ООО,"зерновые, масличные, КРС",Республика Башкортостан,Ермекеевский район,Дир.: Садриев Марат Мукатдисович,bairak05@mail.ru,,"(34741) 2-51-43, 8-903-312-4960","452195, с. Усман-Ташлы, Центральная, 27"
«Байский Стол» СППК,"переработка мяса, производство колбасных изделий",Республика Башкортостан,Давлекановский район,Предс.: Султанбаева Гульнара Ильфаковна,bai-pf@mail.ru,,8-917-488-2708,"453425, с. Имай-Кармалы"
«Бакалинский Совхоз» ООО,"зерновые, масличные",Республика Башкортостан,Бакалинский район,Ген. дир.: Фатхуллин Роберт Салаватович,magsumsiraev@yandex.ru,,8-927-316-8437,"452654, с. Старокуручево, Центральная, 4/4"
«Бакаловка» ООО,"зерновые, масличные, КРС",Республика Башкортостан,Хайбуллинский район,Дир.: Демин Петр Васильевич,demin@mail.ru,,"(34758) 2-67-56, 8-927-964-7313","453805, д. Бакаловка, Дружбы, 16"
«Бакалы» СПОК,производство колбасных изделий,Республика Башкортостан,Бакалинский район,Предс.: Дырнаев Александр Николаевич,poxleb@mail.ru,,"(34742) 3-11-82, (34742) 3-16-94, (34742) 3-12-65, 8-919-610-9320","452650, Бакалинский р-н, с. Бакалы, Октябрьская, 88"
«Бакалыагро» ООО,"зерновые, масличные, зернобобовые",Республика Башкортостан,Бакалинский район,Дир.: Зуев Евгений Алексеевич,bakalyagro@mail.ru,,"8-917-461-5618, 8-917-457-6666","452650, с. Бакалы, Нагорная, 4"
«Башагро» ООО,"хранение и складирование зерна; производство круп (ячневая, перловая, гречневая)",Республика Башкортостан,Дюртюлинский район,Дир.: Магсумов Ильфир Изгарович,"davl.davletova@yandex.ru, juliana11@yandex.ru",,"8-987-475-4159, 8-987-617-9117","452310, Дюртюлинский р-н, д. Мамадалево, С. Фарраховой, 24/1"
«Башагроген» ООО,разведение лошадей,Республика Башкортостан,Кушнаренковский район,Дир.: Калужский Василий Евгеньевич,bashagrogen@mail.ru,,"(34780) 5-62-17, (34780) 5-59-17","452253, с. Старые Камышлы"
«Башкир-Агроинвест» ООО / «Башкир-Молоко» ООО,зерновые; сахарная свекла; КРС (молочный),Республика Башкортостан,Чишминский район,Ген. дир.: Малеев Александр Викторович,,,"(34797) 2-82-08, (34797) 2-10-22","452173, р.п. Чишмы, Мира, 1"
«Башкирская Житница» ООО / «Грана» ООО,"зерновые, технические",Республика Башкортостан,Благоварский район,Дир.: Миннеахметов Ринат Айратович,rb-zerno@yandex.ru,,"8-960-800-6844, 8-967-457-4252","452730, с. Благовар, Совхозная, 3, пом. 10 («Башкирская Житница» ООО)"
«Башкирская Мясная Компания» ООО,"товарные, племенные свиньи, мясо",Республика Башкортостан,Благоварский район,Ген. дир.: Мустафин Артур Табрисович,,,8-937-789-9975,"почт.: 450001, г. Уфа, пр-кт Октября, 1"
«Башкирская Птица» ООО,птицеводство,Республика Башкортостан,Благоварский район,Дир.: Фаррахов Альберт Рифович,Farraxov@yandex.ru,,"8-937-309-7749, 8-937-157-0705","452744, Благоварский р-н, с. Старокучербаево, Набережная, 6"
«Башкирское» по Племенной Работе АО,производство семени быков производителей,Республика Башкортостан,Уфимский район,Ген. дир.: Горяев Вадим Викторович,oao_bashplem@mail.ru,https://bplem.ru/,"(347) 217-74-77, 8-919-614-3555","450512, Уфимский р-н, с. Дмитриевка, Дорожная, 3"
«Баязит» ООО,"зерновые, масличные, КРС, лошади",Республика Башкортостан,Миякинский район,Дир.: Забиров Руслан Рамилевич,bayzit2007@mail.ru,,(34788) 2-37-41,"452088, с. Баязитово, Мира, 32"
«Бедняк» КФХ,зерновые,Республика Башкортостан,Абзелиловский район,,,,8-905-357-7401,"453605, с. Целинный"
«Белый Родник» ООО,"зерновые, КРС (молочный)",Республика Башкортостан,Караидельский район,Ген. дир.: Кштеян Тигран Шекои,,,8-927-333-9666,"452368, с. Артакуль, Школьная, 8 А"
«Беркутла» ООО,"зерновые, масличные",Республика Башкортостан,Фёдоровский район,Дир.: Голенастов Михаил Петрович,ush-fedorovka@mail.ru,,8-962-546-2513,"453284, д. Гончаровка, Салавата Юлаева, 12"
«Биг Боб» ООО,"пшеница, вика, горчица",Республика Башкортостан,Уфа г.,Ген. дир.: Рамазанов Тимур Зуфарович,tr@big-bob.ru,,8-916-793-0633,"450015, г. Уфа, Карла Маркса, 46"
«Бижбулякские Яства» СПОК,мясные полуфабрикаты,Республика Башкортостан,Бижбулякский район,ПРедс.: Бурангулова Флюза Наилевна,burangulova_1973@mail.ru,,8-927-930-0312,"452058, Бижбулякский р-н, с. Каныкаево, Шахматная, 7 А"
«Бикбау» Агрофирма ООО,"зерновые, КРС",Республика Башкортостан,Хайбуллинский район,Дир.: Абдуллин Борис Хамитьянович,babdullin80@mail.ru,,8-987-605-4329,"453811, с. Ивановка, С. Юлаева, 1"
«Биомахх Плюс» ООО,производство молока и молочной продукции,Республика Башкортостан,Белебеевский район,Дир.: Соловьева Анна Вячеславовна,biomaxxplus@mail.ru,,8-927-414-1656,"452000, г. Белебей, Красная, 112, апартамент 516"
«Биотех Тугузлы» ООО / «Овощной край» СППСК,"зерновые, зернобобовые, птицеводство",Республика Башкортостан,Кигинский район,Дир.: Ахметдинов Динар Фидаилович,"24092020bio@mail.ru, ovoshhnoikrai@mail.ru",,8-965-949-6826,"452511, Кигинский р-н, д. Тугузлы, Нагорная, 1 А"
«Бирский Плодосовхоз» ООО,"малина, смородина, КРС (молочный)",Республика Башкортостан,Бирский район,Дир.: Зинуров Валерий Асгатович,bplodos@rambler.ru,,"(34784) 4-42-25, 8-960-389-0317","452453, г. Бирск, Балезина, 24"
«Бишинды» ООО,"зерновые, КРС (молочный)",Республика Башкортостан,Туймазинский район,Дир.: Фазлиахметов Вингаль Усманович,vbishindy@mail.ru,,"(34782) 3-12-44, (34782) 3-12-00, 8-905-006-7321","452797, с. Верхние Бишинды, Школьная, 1"
«Благовар» Сппок,убойный цех,Республика Башкортостан,Благоварский район,Предс.: Гильмутдинов Шамиль Маратович,,,8-906-100-5647,"452740, Благоварский р-н, с. Языково, Пушкина, 2"
«Благоваррыба» ООО,зерновые; овощи,Республика Башкортостан,Благоварский район,Дир.: Шарифуллин Рауль Анасович,kfr02@mail.ru,,8-927-933-9667,"452745, д. Зур-Буляк, Зур-Булякская, 33, к. 1"
«Благфермер» СПОК,убойный цех,Республика Башкортостан,Благовещенский район,Предс.: Вотинов Артем Иванович,,,8-927-320-1164,"453447, Благовещенский р-н, с. Ильино-Поляна, Мира, 50/1"
«Бобинский» СППК,производство мясных полуфабрикатов,Республика Башкортостан,Мечетлинский район,Предс.: Елисеева Алёна Владимировна,alena.novoselova.89@mail.ru,,"(34770) 2-61-19, (34770) 2-61-47, (34770) 2-61-30, 8-987-149-6235","452556, Мечетлинский р-н, с. Нижнее Бобино, Ленина, 54, оф. 1"
«Богдан» Агрофирма ООО,"зерновые, масличные, КРС, лошади",Республика Башкортостан,Бижбулякский район,,office@A7agro.ru,,"8-902-633-8513, 8-922-628-2560","452053, с. Кистенли-Богданово, Центральная, 72 А"
«Богдан» ООО,"зерновые, зернобобовые, КРС, лошади",Республика Башкортостан,Балтачевский район,Дир.: Саяпов Флюс Фаритович,ooobogdan@mail.ru,,8-937-332-9932,"452994, д. Верхнекарышево, Молодежная, 16"
«БПК» ООО,"производство круп (пшеничная пшенная, ячневая, гречневая), комбикормов",Республика Башкортостан,Кумертау г.,Дир.: Белик Владимир Петрович,bpc2009@rambler.ru,,"(34761) 4-59-97, (34761) 4-81-24","453306, г. Кумертау, Палатникова, 11"
«БПФ» ООО («Бакалинская Птицефабрика» ООО),птицеводство (куры),Республика Башкортостан,Бакалинский район,Дир.: Сахипгараев Алмаз Фоатович,sahipalmaz@mail.ru,,8-917-258-6738,"452650, Бакалинский р-н, с. Бакалы, Коммунистическая, 178"
«Бузюрово» ООО,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Бакалинский район,Предс.: Алчинов Иван Федорович,spknmir@mail.ru,,"(34742) 2-84-39, (34742) 2-89-00, 8-964-964-1264","452664, с. Бузюрово, Школьная, 28"
«Буляк» СППСК,"зерновые, масличные, КРС; картофель",Республика Башкортостан,Фёдоровский район,Предс.: Насырова Зульфия Рафкатовна,nas.zulfiya18@mail.ru,,"(34746) 2-91-59, 8-965-929-2216","453283, с. Ижбуляк, Центральная, 34"
«Варшавка» КФХ,"зерновые, зернобобовые",Республика Башкортостан,Кармаскалинский район,,,,8-917-757-3899,"453018, д. Варшавка"
«Ватан» СПК,"зерновые, масличные, лошади",Республика Башкортостан,Куюргазинский район,Предс.: Мухаметов Гайнетдин Газизович,vatan.spk@yandex.ru,,"(34757) 6-02-56, 8-906-377-7709","453361, д. Холмогоры, Горная, 3 Б"
«Вебипродукт» ООО,"овощи; садоводство (яблоки, груши, сливы, малина, смородина)",Республика Башкортостан,Мишкинский район,Дир.: Загитова Елена Геннадьевна,vebi-rb@vebi-rb.ru,,"8-937-332-2266, 8-937-332-2299","452340, Мишкинский р-н, с. Мишкино, Ленина, 116, помещ. 17"
«Века» КХ ООО,овощи,Республика Башкортостан,Туймазинский район,Дир.: Бадретдинов Ямиль Ринатович,fay64@mail.ru,,8-927-348-2255,"452756, с. Агиртамак, Комарова, 92"
«Восток» СПК,"зерновые, масличные, КРС (мясной, молочный)",Республика Башкортостан,Миякинский район,Предс.: Тагиров Халим Хазиевич,miaki-vostoc@mail.ru,,"(34788) 3-11-18, 8-927-941-1444","452074, с. Уязыбашево, Центральная, 1"
«Восход» Агрофирма ООО,КРС (мясной),Республика Башкортостан,Кигинский район,Дир.: Зарифуллин Рифат Равилович,zarifullinr@bk.ru,,8-961-371-4150,"452508, с. Кандаковка, Мира, 3"
«Восход» АП ООО / «Восход-СТ» АП ООО / Бакиров Р.З. ИП,зерновые; птицеводство (куры),Республика Башкортостан,Гафурийский район,Ген. дир.: Бакиров Руслан Закиевич,voshod-st@mail.ru,,"8-962-520-4552, 8-961-047-6999","453072, с. Родина, Центральная, 15"
«Восход» СХК,"зерновые, КРС (молочный)",Республика Башкортостан,Калтасинский район,Предс.: Низамутдинов Дамир Ангамович,voshod51@mail.ru,,(34779) 2-47-45,"452855, д. Старотураево"
Гайсаров Р.Р. КФХ,"пшеница, подсолнечник, гречиха",Республика Башкортостан,Куюргазинский район,Глава: Гайсаров Рустам Раисович,zx2014rus@yandex.ru,,8-917-494-2401,"453358, с. Новотаймасово"
«Герой» СПК-Колхоз,"пшеница, соя, КРС (молочный)",Республика Башкортостан,Чекмагушевский район,Предс.: Вагапов Фаргат Фаритович,,,"(34796) 2-34-41, (34796) 2-34-43","452225, с. Тайняшево, Центральная, 32"
«Гранд-Агро» ООО,"пшеница, ячмень, подсолнечник, горох",Республика Башкортостан,Кушнаренковский район,Дир.: Шарипов Ильмир Гайсинович,,,8-927-358-0707,"452230, с. Кушнаренково, 70 лет Октября, 22"
«Грядка» СПССК,"выращивание, фасовка, хранение, реализация овощей (морковь, капуста, свекла, зелень), картофеля",Республика Башкортостан,Стерлитамакский район,Предс.: Белов Андрей Павлович,belosvet65@yandex.ru,,8-929-755-4442,"453105, Стерлитамакский р-н, с. Косяковка, Гагарина, 16"
«Давлекановский КХП» ООО,"производство муки из зерновых культур, крупы",Республика Башкортостан,Давлекановский район,Дир.: Сенаторов Вячеслав Викторович,dkhp@dkhpcorp.ru,https://dkhp.ru/,"8-965-937-5555, 8-961-359-9775, (34768) 2-17-54, (34768) 2-17-50","453401, Давлекановский р-н, г. Давлеканово, Ворошилова, 2"
«Давлетьяр» ООО,зерновые,Республика Башкортостан,Зианчуринский район,Дир.: Байбулатов Минибай Галеевич,,,8-927-310-6669,"453394, д. Утягулово, С. Абдуллина, 45"
«ДЗК» ООО,"зерновые, масличные, зернобобовые; оптовая торговля зерном",Республика Башкортостан,Давлекановский район,Дир.: Дир.: Арсланов Эдуард Варисович,ooo_dzk@mail.ru,,8-917-741-4432,"453406, г. Давлеканово, Беляева, 18, офис 109"
«Диля» ООО,"пшеница, ячмень",Республика Башкортостан,Баймакский район,Дир.: Губайдуллин Ильдар Халяфович,ildar.gub@yandex.ru,,8-960-807-9205,"453654, д. Сосновка, С. Юлаева, 30"
«Дружба» ООО,зерновые,Республика Башкортостан,Благовещенский район,Дир.: Елкибаев Динар Данирович,drug@baswool.ru,,(3472) 26-98-65,"453434, г. Благовещенск, Социалистическая, 58"
«Дружба» ООО,"зерновые, масличные, КРС (мясной)",Республика Башкортостан,Мелеузовский район,,ooodrugba2012@mail.ru,,(34764) 5-26-08,"453864, д. Новая Казанковка, Интернациональная, 8"
«Дружба» СПК,"зерновые, зернобобовые, КРС, лошади",Республика Башкортостан,Янаульский район,Предс.: Шайдуллин Ралиф Пайритдинович,spk_drujba2001@rambler.ru,,"(34760) 3-01-25, (34760) 3-01-34, 8-965-924-4607","452825, с. Сусады-Эбалак, Комсомольская, 2"
«Дружба» СПК,"зерновые, масличные, зернобобовые",Республика Башкортостан,Аургазинский район,Предс.: Максютов Зилавир Хайдарович,druhba@yandex.ru,,"(34745) 2-56-22, (34745) 2-56-39, (34745) 2-56-69, 8-962-530-2762","453492, с. Семенкино, Советская"
«Дружба» СПК,"зерновые, масличные, лошади",Республика Башкортостан,Бакалинский район,Предс.: Шакиров Расим Магарифович,spk.drugba@yandex.ru,,"(34742) 2-61-23, 8-917-470-2662","452666, с. Новоурсаево, Молодежная, 30"
«Дуслык» СППК,мясные полуфабрикаты,Республика Башкортостан,Баймакский район,Предс.: Сафаргалин Ильфат Шафкатович,Ilyasova.naila@yandex.ru,,8-905-001-0123,"453661, Баймакский р-н, д. Сакмар, А. Кадыргулова, 23"
«Дэмен» ООО,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Татышлинский район,Дир.: Бадртдинов Зайнетдин Тимерханович,,,8-927-235-9553,"452838, с. Новые Татышлы, Школьная, 27, помещ. 1"
«Еникеева» ООО,"зерновые, КРС (молочный)",Республика Башкортостан,Дюртюлинский район,Дир.: Хаков Азат Ахметзиевич,ooo_enikeeva@mail.ru,,"(34787) 3-72-54, 3-72-57, 8-927-637-6860","452308, с. Гублюкучуково, Ленина, 1, к.1"
«Ерлыковское» ООО,"подсолнечник, ячмень; крупа ячменная, перловая",Республика Башкортостан,Миякинский район,Дир.: Усов Василий Константинович,info@erlykovskoe.ru,,8-927-344-2751,"452080, с. Киргиз-Мияки, Губайдуллина, 103 А"
«Ефремкинский» СППК,мясные полуфабрикаты,Республика Башкортостан,Кармаскалинский район,Предс.: Васильев Олег Георгиевич,,,8-917-739-3292,"453020, с. Кармаскалы, Султан-Галиева, 1"
«Железный Ключ» КФХ,зерновые,Республика Башкортостан,Белокатайский район,,,,8-909-353-5366,"452580, с. Новобелокатай"
«Забельский» РБ МУП Совхоз,"зерновые, КРС, лошади",Республика Башкортостан,Бирский район,Дир.: Гирфанов Ралиф Данилович,zabelsky2010@mail.ru,,8-961-355-3645,"452478, д. Кандаковка, Школьная, 11"
«Завет» ООО,"зерновые, КРС (мясной, молочный)",Республика Башкортостан,Абзелиловский район,Дир.: Лаишевцев Максим Сергеевич,"spk_zavety@mail.ru, 450350@mail.ru",,"8-912-805-0350, 8-909-351-8646","453614, с. Гусево, Сергея Соколова, 62"
«Заря» ООО,"пшеница, рожь, подсолнечник, КРС (молочный)",Республика Башкортостан,Альшеевский район,Дир.: Аминев Наиль Масгутович,spk.nur@mail.ru,,"(34754) 3-42-20, 8-937-476-0090","452119, с. Абдрашитово, Озерная, 1 А"
«Заря» ООО,"пшеница, ячмень, рожь, гречиха, подсолнечник",Республика Башкортостан,Стерлибашевский район,Дир.: Курбангалиев Гафур Мухаматвалиевич,zarya59@bk.ru,,"(34739) 2-45-24, 8-963-908-6303","453196, д. Ибракаево, Молодежная, 1"
«Заря» СПК,"племенной КРС (черно-пестрая, голштинская), зерновые",Республика Башкортостан,Чекмагушевский район,Предс.: Магалимов Ранис Рамзилович,spk_rodina@mail.ru,,"(34796) 3-14-43, 8-917-043-7387","452200, с. Чекмагуш, Октябрьская, 24"
«Земля Урала» ООО / «АК Кош» ООО,"зерновые, масличные, зернобобовые",Республика Башкортостан,Чишминский район,Ген. дир.: Артюх Егор Валерьевич,levzemlya@yandex.ru,,8-964-935-5501,"452164, с. Петряево, Новомостовая, 20"
«Зенит» ООО,зерновые,Республика Башкортостан,Зианчуринский район,Дир.: Масягутов Флюр Нафисович,nailamasagutova@gmail.ru,,"8-937-300-9484, 8-927-082-6423","453387, д. Серегулово, Центральная, 38"
«Зилаир» СПК,производство мясных полуфабрикатов,Республика Башкортостан,Зилаирский район,Предс.: Туленков Геннадий Васильевич,sosnovbor@inbox.ru,,(34752) 2-17-96,"453680, с. Зилаир, Красных Партизан, 48, офис 1"
«Золотое Зерно» СПОК,"зерновые, масличные",Республика Башкортостан,Шаранский район,Предс.: Мусин Рафаил Хатипович,spk_chalmali@mail.ru,,"(34769) 2-62-22, 8-903-356-8899","452648, с. Чалмалы, Школьная, 11, офис 3"
«Золотое Руно» ООО,племенное овцеводство,Республика Башкортостан,Бураевский район,Дир.: Фархутдинова Эльза Радиковна,rb.elza@yandex.ru,,"8-917-440-7003, 8-917-748-1794","452960, с. Бураево, Ленинского Комсомола, 7"
«Золотое Руно» ООО,"зерновые, КРС, лошади",Республика Башкортостан,Дуванский район,Дир.: Абулгаянов Ильхам Адипович,ooo-zolotoe.runo@yandex.ru,,"(34798) 2-93-04, 8-927-773-3183","452540, с. Тастуба, Советская, 61"
«Зуевское» ООО,"пшеница, ячмень, овёс, рожь, КРС (мясной)",Республика Башкортостан,Уфа г.,Ген. дир.: Мухамедьяров Альберт Радикович,evrasia-sian@mail.ru,,(347) 252-57-03,"450057, г. Уфа, Октябрьской Революции, 73, помещ. 31"
«Иген-Тау» СППК,мясные полуфабрикаты,Республика Башкортостан,Баймакский район,Предс.: Ильясов Азамат Хайдарович,a.ilyasow2016@yandex.ru,,8-937-321-1743,"453662, Баймакский р-н, д. Муллакаево, Рахимова, 15"
«Игенче» КФХ,"зерновые, масличные",Республика Башкортостан,Илишевский район,,,,8-962-528-0426,"452273, с. Тазеево"
«Игенче» ООО,"зерновые, КРС, лошади",Республика Башкортостан,Дюртюлинский район,Ген. дир.: Саитов Роберт Шайхзадинович,ooo_igence@mail.ru,,"(34787) 7-52-45, 7-52-41, 8-965-644-6583","452313, с. Нижнеаташево, Гумерова, 47/3"
«Илеш» СПК,"зерновые, масличные, КРС",Республика Башкортостан,Илишевский район,Предс.: Набиев Ильдар Фанисович,spkilish@yandex.ru,,"(34762) 5-48-30, (34762) 5-48-31","452275, д. Илишево"
«Иликовское» ООО,"зерновые, зернобобовые, масличные, КРС (молочный)",Республика Башкортостан,Благовещенский район,Ген. дир.: Ашарапова Назиля Зулкафиловна,,,8-917-775-3586,"453456, с. Староиликово, Советская, 73"
«Илишагропродукт» СППК,"мясные продукты, полуфабрикаты",Республика Башкортостан,Илишевский район,Предс.: Багманов Айдар Равилович,boss.bagman@bk.ru,,8-917-422-6641,"452268, с. Бишкураево, Ленина, 36, каб. 1"
«Илишевская» МТС ООО,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Илишевский район,Дир.: Зарипов Равис Газизянович,mtsilisch@rambler.ru,,"(34762) 5-45-23, 8-917-731-1532","452276, д. Телекеево, Г. Тукая, 25 к. а"
«Илишевский Продукт» СППК,колбасы,Республика Башкортостан,Илишевский район,Предс.: Шайхутдинов Илшат Анатолиевич,89178024389@mail.ru,,8-917-802-4389,"452272, Илишевский р-н, д. Ташкичи, Калинина, 42"
«Ильсегул» СПК,"зерновые, масличные, КРС, лошади",Республика Башкортостан,Миякинский район,Предс.: Жнейкин Роман Васильевич,ilsegul@yandex.ru,,"(34788) 2-71-24, (34788) 2-71-21, 8-927-342-2535","452089, с. Ильчигулово, Советская, 1"
«Им. Разиля Мусина» ООО / «Игметовский Продукт» СППК,"зерновые, масличные; производство комбикормов",Республика Башкортостан,Илишевский район,Дир./Предс.: Саетгалиев Зифкат Исламович,ooo.musin@mail.ru,,8-917-433-4029,"452282, Илишевский р-н, д. Абдуллино, М. Гафури, 20"
«Им. Салавата» СПК,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,Предс.: Хакимов Азат Фаткылбаянович,xakimov63@mail.ru,,8-937-840-6363,"452190, с. Ермекеево, Пушкина, 29"
«Имени Тимирязева» СПК,КРС (молочный),Республика Башкортостан,Кигинский район,Роедс.: Ахметьянов Тальян Галимьянович,,,"(34748) 3-23-71, 8-962-521-8562","452509, с. Душанбеково, Советская, 43"
«Импульс» ООО,зерновые,Республика Башкортостан,Зианчуринский район,Дир.: Карагузин Халим Галяутдинович,,,8-937-346-1470,"453380, с. Исянгулово, Октябрьской"
«Интернационал» ООО,"зерновые, масличные",Республика Башкортостан,Ишимбайский район,Дир.: Данилова Марина Владимировна,inter74444@mail.ru,,(34794) 2-85-12,"453236, с. Ишеево, Полевая, 67"
«Ирандык» ООО,"лошади, овцы",Республика Башкортостан,Абзелиловский район,Дир.: Махиянов Рустам Рафкатович,irandek-abzelil@mail.ru,,8-960-390-4570,"453626, с. Ишкулово, Матросова, 35"
