Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Тульский Продукт» ООО,"переработка и консервирование фруктов и овощей (огурцы соленые, томаты соленые; фрукты протертые и дробленые; консервы из фасоли; варенья и др.)",Тульская область,Ленинский район,Ген. дир.: Тарарышкин Эдуард Викторович,ptktp@mail.ru,,(4872) 70-22-36,"301117, с. Архангельское, Тепличная, 7"
«Элитные Семена» КФХ,"зерновые, масличные",Тульская область,Ленинский район,,kfh.tula@mail.ru,,(4872) 72-61-82,"301130, сп. Ленинский"
Администрация Муниципального Образования Город Новомосковск,,Тульская область,Новомосковский район,Глава: Бутов Руслан Владимирович,adm.novomoskovsk@tularegion.ru,https://novomoskovsk-r71.gosweb.gosuslugi.ru/,"(48762) 2-71-50, (48762) 9-99-15","301650, г. Новомосковск, Комсомольская, 32/32"
Отдел предпринимательства и сельского хозяйства администрации МО г. Новомосковск,,Тульская область,Новомосковский район,Нач.: Юракова Валентина Владимировна,Yurakova@nmosk.ru,https://novomoskovsk-r71.gosweb.gosuslugi.ru/,(48762) 2-72-29,"301650, г. Новомосковск, Комсомольская, 32/32"
71_Новомосковский_КФХ 001,зерновые,Тульская область,Новомосковский район,,,,8-906-627-6666,"301682, с. Гремячее"
71_Новомосковский_КФХ 002,зерновые,Тульская область,Новомосковский район,,,,8-905-624-6861,"301698, п. Коммунар"
71_Новомосковский_КФХ 003,зерновые,Тульская область,Новомосковский район,,,,8-963-226-5695,"301654, д. Красное Гремячево"
71_Новомосковский_КФХ 004,"пшеница, ячмень",Тульская область,Новомосковский район,,,,8-909-263-1798,"301682, с. Гремячее"
«Богатырь» ООО,"пшеница, рапс",Тульская область,Новомосковский район,Ген. дир.: Пахомов Андрей Михайлович,bogatir71@mail.ru,,(48762) 9-37-02,"301685, п. Красный Богатырь, Центральная, 13"
«ЖАК» ООО,"пшеница (на пищевые и кормовые цели), ячмень, рапс, КРС",Тульская область,Новомосковский район,Ген. дир.: Окроян Руслан Григорьевич,zhak2024@yandex.ru,,8-950-922-0705,"301650, д. Холтобино, С.С. Гукова, 38, стр. 5"
«Мукомол» ООО,производство муки,Тульская область,Новомосковский район,Ген. дир.: Самоделко Дмитрий Викторович,ooomuckomol@yandex.ru,,(48762) 9-24-10,"301699, п. Ширинский, Зеленая, 26"
«Новомосковский Мелькомбинат» ЗАО,мука пшеничная хлебопекарная; комбикорма,Тульская область,Новомосковский район,Ген. дир.: Войтеховский Сергей Валерьевич,info@nmkhp.ru,,"(48762) 9-98-38, 6-08-08","301652, г. Новомосковск, Новая, 1"
«Спасское» имени В.А. Стародубцева ООО,"пшеница, ячмень, рожь, рапс, соя, горох, кукуруза (на пищевые и кормовые цели); картофель",Тульская область,Новомосковский район,Ген. дир.: Стародубцев Василий Викторович,info@spasskoe.ru,,(48723) 3-77-33,"301686, с. Спасское, Центральная, 1, А"
«Новомосковский Мелькомбинат» ЗАО,мука пшеничная хлебопекарная; комбикорма,Тульская область,Новомосковский район,Ген. дир.: Войтеховский Сергей Валерьевич,info@nmkhp.ru,,"(48762) 9-98-38, 6-08-08","301652, г. Новомосковск, Новая, 1"
«Трейдинг» ООО,оптовая торговля зерном,Тульская область,Новомосковский район,Ген. дир.: Яицкий Александр Петрович,Trayding22@gmail.com,,(48762) 9-72-30,"301657, г. Новомосковск, Космонавтов, 37, оф. 212"
Администрация Муниципального Образования Одоевский район,,Тульская область,Одоевский район,Глава: Волков Вадим Геннадьевич,ased_mo_odoev@tularegion.ru,https://odoev71.gosuslugi.ru/,"(48736) 5-24-34, (48736) 5-25-15","301440, р.п. Одоев, Льва Толстого, 3"
Отдел экономического развития и сельского хозяйства Администрации МО Одоевский район,,Тульская область,Одоевский район,Зав. отд.: Белова Лариса Владимировна,larisa.belova@tularegion.org,https://odoev71.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/ispolnitelno-rasporyaditelnyy-organ-munitsipalnogo-obrazovaniya/strukturnye-podrazdeleniya/otdel-ekonomiki/,(48736) 5-25-15,"301440, р.п. Одоев, Льва Толстого, 3, каб. 11"
71_Одоевский_КФХ 001,садоводство,Тульская область,Одоевский район,,,,8-903-421-0136,"301440, п. Одоев"
71_Одоевский_КФХ 002,"зерновые, КРС",Тульская область,Одоевский район,,,,8-901-578-7882,"301446, с. Говоренки"
71_Одоевский_КФХ 003,"пшеница, гречиха",Тульская область,Одоевский район,,,,8-906-531-1422,"301450, с. Жемчужниково"
71_Одоевский_КФХ 004,зерновые,Тульская область,Одоевский район,,,,8-905-115-8714,"301453, д. Мызовка"
71_Одоевский_КФХ 005,"пшеница, овёс",Тульская область,Одоевский район,,,,"8-963-226-7140, 8-903-037-4199","301453, д. Масловка"
71_Одоевский_КФХ 006,зерновые,Тульская область,Одоевский район,,,,8-962-277-4680,"301450, с. Жемчужниково"
71_Одоевский_КФХ 007,овощи,Тульская область,Одоевский район,,,,8-910-554-3320,"301440, р.п. Одоев"
71_Одоевский_КФХ 008,зерновые,Тульская область,Одоевский район,,,,8-903-844-5959,"301440, с. Николо-Жупань"
«Восход» ООО,"пшеница, ячмень",Тульская область,Одоевский район,Ген. дир.: Сергеев Алексей Николаевич,voshod-1998@mail.ru,,"(48736) 5-41-24, 8-920-753-5085","301454, с. Стояново, Центральная, 7"
«Одоевские Консервы» ООО,"переработка и консервирование фруктов и овощей (джемы, повидло, пюре и др.)",Тульская область,Одоевский район,Дир.: Васильев Михаил Александрович,OdoevPovidlo@yandex.ru,,(48736) 4-19-34,"301440, р.п. Одоев, Карла Маркса, 152"
«Одоевские Сады» ООО,"пшеница, овёс",Тульская область,Одоевский район,Дир.: Хорошилов Виктор Николаевич,odoevskie-sadi@yandex.ru,,"(48736) 4-14-31, (48736) 4-15-61","301440, р.п. Одоев, 50 лет Октября, 59"
«Одоевсксельхозхимия» АО,"пшеница, овёс",Тульская область,Одоевский район,Ген. дир.: Чунин Евгений Михайлович,zao_petrovskoe1@mail.ru,,8-939-859-6245,"301440, р.п. Одоев, 50 Лет Октября, 135"
«Спин» ООО,зерновые,Тульская область,Одоевский район,Ген. дир: Щевелев Алексей Иванович,,,8-920-422-4320,"301440, р.п. Одоев, Л. Толстого, 28"
«Стрелец» КФХ,зерновые,Тульская область,Одоевский район,,,,8-920-751-0770,"301450, с. Жемчужниково"
«Стрелецкий» СПК,зерновые,Тульская область,Одоевский район,Предс.: Толкачев Николай Иванович,spk.streletskij@yandex.ru,,8-903-751-9612,"301451, п. Стрелецкий, Стрелецкая пл., 97"
«Тюринский» АПК ООО,"пшеница, ячмень, овес, гречиха, рапс",Тульская область,Одоевский район,Ген. дир.: Степанов Вадим Вячеславович,tol@turinsky.ru,,(48736) 5-36-50,"301454, с. Рылево, Центральная, 48"
Администрация Муниципального Образования Плавский Муниципальный округ Тульской области,,Тульская область,Плавский район,Глава: Гарифзянов Андрей Рузильевич,ased_mo_plavsk@tularegion.ru,https://plavskij-r71.gosweb.gosuslugi.ru/,"(48752) 2-12-35, (48752) 2-21-01","301470, г. Плавск, Коммунаров, 43"
"Отдел экономического развития, предпринимательства и сельского хозяйства администрации МО Плавский Муниципальный округ Тульской области",,Тульская область,Плавский район,Нач.: Карпова Ольга Анатольевна,otdel.sh@tularegion.org,https://plavskij-r71.gosweb.gosuslugi.ru/persony/persony_42.html,(48752) 2-22-01,"301470, г. Плавск, Коммунаров, 43"
71_Плавский_КФХ 001,"пшеница, рапс, соя, горох",Тульская область,Плавский район,,,,8-915-780-0720,"301470, г. Плавск"
71_Плавский_КФХ 002,"овцы, козы",Тульская область,Плавский район,,,,8-964-771-0877,"301494, д. Крутое"
«Авакс» ООО,"пшеница, соя, рапс",Тульская область,Плавский район,Дир.: Гурман Олеся Сергеевна,ooo_avaks@bk.ru,,8-905-115-4354,"301478, с. Мещерино, Магистральная, 2 А, оф. 1"
«Агросфера» ООО / «Ольховское» КФХ / «Тульская Нива» ЗАО,"пшеница, ячмень, овес, рапс, соя, гречиха, горох, фасоль",Тульская область,Плавский район,Ген. дир./Глава: Купарев Евгений Алексеевич,tulanivabuh@yandex.ru,,"(4872) 70-04-55, (4872) 70-04-53","301483, д. Новое Жуково («Агросфера» ООО)"
«Камынино» ООО,"пшеница, ячмень, рапс, горох",Тульская область,Плавский район,Дир.: Пилипенко Дмитрий Анатольевич,kaminino-plavsk@yandex.ru,,(48752) 3-23-41,"301477, с. Камынино, Парковая, 5"
«Коммунар» СПК,"пшеница, ячмень, КРС",Тульская область,Плавский район,Предс.: Семин Виктор Павлович,buhkom@list.ru,,"(48752) 3-27-33, 8-950-901-4937","301479, д. Ивановское-1, Центральная, 16"
«Тритикум» ООО,"подсолнечник, кукуруза, подсолнечник, соя, рапс, горох",Тульская область,Плавский район,Дир.: Богданов Владимир Михайлович,offlce@tritikum.ru,,8-903-996-3777,"301476, с. Сорочинка, Центральная, 25, оф. 21"
«Тульская Земля» ООО,"пшеница, подсолнечник, соя, рапс, горох",Тульская область,Плавский район,Дир.: Согдеев Роман Брониславович,tulskayaz@list.ru,,8-960-120-1967,"301470, г. Плавск, Орлова, 2 А, стр. 10, помещ. 29, этаж 2"
«Ударник» ООО,"пшеница, соя, рапс, подсолнечник, горох, люпин",Тульская область,Плавский район,Дир.: Паршиков Сергей Сергеевич,buhudarnik@list.ru,,(48752) 3-37-44,"301488, п. Диктатура, Советская, 13"
«Плавское ХПП» АО,хранение и складирование зерна,Тульская область,Плавский район,Ген. дир.: Чуприкова Марина Аркадьевна,chumarark@gmail.com,,(48752) 2-23-76,"301470, г. Плавск, Заводская, 30"
Администрация Муниципального Образования Суворовский район,,Тульская область,Суворовский район,Глава: Фомичев Юрий Станиславович,yuriy.fomichev@tularegion.ru,https://suvorovskij-r71.gosweb.gosuslugi.ru/,"8-980-589-9119, (48763) 2-41-90, 2-70-06","301430, г. Суворов, Победы, 1"
71_Суворовский_КФХ 001,"зерновые, КРС",Тульская область,Суворовский район,,,,8-953-195-8363,"301430, г. Суворов"
71_Суворовский_КФХ 002,зерновые,Тульская область,Суворовский район,,,,8-910-163-2653,"301405, с. Доброе"
«Агрофармтрест» ООО,"молоко, молочная продукция (сметана, творог, масло и др.)",Тульская область,Суворовский район,Ген. дир.: Бухаров Дмитрий Викторович,buharov-dv@geraklion.ru,,(4872) 38-56-66,"301430, д. Михайловка, стр. 1В, офис 1"
«Егорша» КФХ,картофель,Тульская область,Суворовский район,,,https://www.egorsha.ru/,"8-919-082-7153, 8-903-841-7406","301423, с. Красное Михайлово"
«Заря» ООО,пшеница,Тульская область,Суворовский район,Ген. дир.: Гасанов Азер Сахраддин Оглы,Ayhan95@yandex.ru,,8-910-000-7532,"301423, п. Михайловский, 16"
«Радферм» ООО,"овцы, козы",Тульская область,Суворовский район,Ген. дир.: Михалев Николай Михайлович,radfermk@mail.ru,,8-906-621-9629,"301430, г. Суворов, Тульская, 1 В, помещ. 27"
«Черепетский Рыбхоз» АО,рыбоводство,Тульская область,Суворовский район,Ген. дир.: Орлов Валерий Тимофеевич,catfishsuvorov@yandex.ru,,"(48763) 4-23-36, (48763) 4-23-39","301432, г. Суворов, Прибрежная, 17 А"
«Экспресс» Агрофирма ООО,пшеница,Тульская область,Суворовский район,Дир.: Ермаков Алексей Александрович,agrofirmaexpress@mail.ru,,8-961-261-0940,"301430, г. Суворов, Спортивная, 2"
«Черепетское ХПП» ООО,хранение и складирование зерна,Тульская область,Суворовский район,Ген. дир.: Шавкунов Дмитрий Юрьевич,,,(48763) 5-56-49,"301412, Суворовский р-н, п. Новая Черепеть, Железнодорожная, 1"
Администрация МО Тепло-Огарёвский район,,Тульская область,Тёпло-Огарёвский район,Глава: Попов Роман Игоревич,ased_mo_teploe@tularegion.ru,https://teploogarevskij-r71.gosweb.gosuslugi.ru/,(48755) 0-31,"301900, р.п. Теплое, Советская, 3"
71_Тёпло-Огарёвский_КФХ 001,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,,,8-909-260-1427,"301900, р.п. Тёплое"
71_Тёпло-Огарёвский_КФХ 002,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,,,8-903-036-3238,"301908, п. Мичуринский"
71_Тёпло-Огарёвский_КФХ 003,"пшеница, ячмень; переработка и консервирование овощей и фруктов",Тульская область,Тёпло-Огарёвский район,,,,8-920-776-7222,"301900, р.п. Теплое"
71_Тёпло-Огарёвский_КФХ 004,"пшеница, соя, гречиха, ячмень",Тульская область,Тёпло-Огарёвский район,,,,8-906-531-2201,"301906, д. Бродиловка"
71_Тёпло-Огарёвский_КФХ 005,"пшеница, ячмень, овес, горох, соя, люпин",Тульская область,Тёпло-Огарёвский район,,,,8-906-530-7007,"301914, д. Доробино"
71_Тёпло-Огарёвский_КФХ 006,овощи,Тульская область,Тёпло-Огарёвский район,,,,8-963-227-0388,"301900, р.п. Теплое"
71_Тёпло-Огарёвский_КФХ 007,картофель,Тульская область,Тёпло-Огарёвский район,,,,8-920-744-3570,"301908, п. Мичуринский"
71_Тёпло-Огарёвский_КФХ 008,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,,,8-906-531-2202,"301906, д. Бродиловка"
71_Тёпло-Огарёвский_КФХ 009,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,,,(48755) 3-11-21,"301902, д. Озерки"
«Большая Дубрава» ООО / «МТС «Красногвардейская» - Верховье Дона» ООО,"пшеница, ячмень, соя, овес, горох",Тульская область,Тёпло-Огарёвский район,Дир.: Евстратов Николай Васильевич,b.dubrava@mail.ru,,"(48755) 3-54-92, (48755) 3-54-37","301900, с. Волчья Дубрава («Большая Дубрава» ООО)"
«Восход» КФХ,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,voshodteploe@yandex.ru,,"9-915-687-2882, 8-980-720-4715","301902, д. Озерки"
«Горьковское» ООО,"пшеница, ячмень, гречиха",Тульская область,Тёпло-Огарёвский район,Ген. дир.: Жукова Оксана Николаевна,faa-g@mail.ru,,(48755) 3-17-41,"301909, п. Горьковский, д. 1"
«Грин Эпл» ООО,садоводство,Тульская область,Тёпло-Огарёвский район,Ген. дир.: Максименкова Елена Павловна,zelensad2014@mail.ru,,8-963-227-0388,"301900, Тепло-Огаревский р-н, р.п. Теплое, Фролова, 97"
«Диана Плюс» ООО,"пшеница, соя, горох",Тульская область,Тёпло-Огарёвский район,Дир.: Алавердова Наталья Александровна,dianaplyusteploe@yandex.ru,,8-903-841-1181,"301900, р.п. Теплое, Фролова, 103"
«,"пшеница, ячмень",Тульская область,Тёпло-Огарёвский район,,,,8-953-425-6464,"301914, д. Доробино"
«Нарышкино» ЗАО,"пшеница, ячмень, подсолнечник, соя, рапс",Тульская область,Тёпло-Огарёвский район,Дир.: Жаров Александр Анатольевич,zaonarishkino@mail.ru,,"(48755) 4-21-30, (48755) 4-21-21, 8-960-612-8415","301921, с. Нарышкино"
«Нива» ООО,"зерновые, масличные",Тульская область,Тёпло-Огарёвский район,Дир.: Логвинов Сергей Анатольевич,niva27032007@yandex.ru,,(48755) 2-10-73,"301900, пгт. Теплое, Советская, 70"
«Изумрудный Мир» ООО,"саженцы плодовых деревьев, кустарников",Тульская область,Тёпло-Огарёвский район,Ген. дир.: Моисеев Андрей Васильевич,,https://xn----gtbiddetdg2ag1ac8i.xn--p1ai/%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D1%8B/,8-910-555-7042,"301900, Тепло-Огаревский р-н, р.п. Теплое, Фролова, 108 А"
Администрация Города Тулы,,Тульская область,Тула г.,Глава: Беспалов Илья Ильич,post@cityadm.tula.ru,https://tulacity.gosuslugi.ru/,"(4872) 56-89-43, 36-11-72","300041, г. Тула, пр-кт Ленина, 2"
"Министерство Сельского Хозяйства, Природных Ресурсов и Экологии Тульской области",,Тульская область,Тула г.,Зам. предс. правительства - министр: Степин Алексей Степанович,agroeco@tularegion.ru,https://agroeco.tularegion.ru/,"(4872) 24-51-78, (4872) 36-71-50, 31-15-18, (4872) 24-51-04, (4872) 37-11, (4872) 24-52-68, (4872) 37-02, (4872) 47-01, (4872) 38-28, (4872) 24-51-04, (4872) 37-05, (4872) 24-51-04, (4872) 48-81, (4872) 24-51-04, (4872) 37-03, (4872) 36-71-70, 31-15-18","300045, г. Тула, Оборонная, 114 А"
Управление экономического развития администрации Города Тулы,,Тульская область,Тула г.,Нач.: Калгина Елена Анатольевна,post@cityadm.tula.ru,https://tulacity.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/administratsiya-goroda-tuly/otraslevye-funktsionalnye-i-territorialnye-organy/upravlenie-ekonomicheskogo-razvitiya/persony-sektora-sh_675.html,(4872) 30-47-91,"300041, г. Тула, Советская, 112, каб. 14"
71_Тула_КФХ 001,садоводство,Тульская область,Тула г.,,,,8-961-148-0245,"300000, г. Тула"
71_Тула_КФХ 002,зерновые,Тульская область,Тула г.,,,,8-920-758-5520,"300000, г. Тула"
71_Тула_КФХ 003,"пшеница, ячмень",Тульская область,Тула г.,,,,8-910-946-9115,"300028, г. Тула"
«Автомехпром» ООО,пшеница,Тульская область,Тула г.,Дир.: Акентьев Денис Борисович,avtomehprom7@yandex.ru,,8-962-277-2969,"300022, г. Тула, Октябрьская, 311, к. 5/8"
«Агропром» ООО,"производство муки ржаной, отруби ржаные, хлопья овсяные",Тульская область,Тула г.,Ген. дир.: Степанов Иван Александрович,agrotula2009@yandex.ru,,(4872) 39-03-95,"300005, г. Тула, 1-я Прокатная, 8"
«Билагро» ООО,зерновые,Тульская область,Тула г.,Ген. дир.: Билибин Александр Александрович,info@bilagro.com,,8-916-333-8899,"300012, г. Тула, пр-кт Ленина, 85 Г, оф. 303"
«Воплощение» ООО,"овощи листовые свежие (шпинат, руккола)",Тульская область,Тула г.,Дир.: Самошин Андрей Анатольевич,salattula@ya.ru,,8-905-626-4477,"300041, г. Тула, пр-кт Ленина , 50 Г, стр. 2, помещ. 10"
«Лаванда» ООО,"пшеница, ячмень, рапс, соя",Тульская область,Тула г.,Ген. дир.: Сенаторов Константин Михайлович,ksenatorov@yandex.ru,,8-915-460-7025,"300045, г. Тула, Новомосковское шоссе, 54, оф. 26"
«Роялагро-Тула» ООО,зерновые; яблоки,Тульская область,Тула г.,Ген. дир.: Кудряшов Александр Владимирович,agroniva2007@yandex.ru,,(4872) 70-13-56,"300041, г. Тула, Лейтейзена, 1 В, оф. 2"
«Зерновой Союз» ООО,"торговля оптовая зерновыми, масличными",Тульская область,Тула г.,Ген. дир.: Бетертдинова Эльвира Хусяиновна,Bete.elvira@yandex.ru,,8-953-974-8367,"300002, г. Тула, Демидовская, 63, офис 16-а"
«Природа» НПО ООО,производство и реализация удобрений,Тульская область,Тула г.,Дир.: Сопова Татьяна Евгеньевна,priroda_tula@mail.ru,,(48723) 6-68-73,"300034, г. Тула, Демонстрации, 38 Б"
«ТАЦ» АО («Тульский аграрный центр» АО),"семена отечественной селекции (рапс, кукуруза, подсолнечник, пшеница); СЗР; ГСМ",Тульская область,Тула г.,Ген. дир.: Зябрева Юлия Александровна,agrocentr1@mail.ru,https://www.agrocenter-tula.ru/,"(4872) 25-56-24, (4872) 25-56-20, (4872) 25-56-29, 8-920-759-4443","300012, г. Тула, Мориса Тореза, 5 к. 2, помещ. 2, этаж 3"
«ТЗК» ООО,"хранение и складирование зерна, оптовая торговля зерном",Тульская область,Тула г.,Дир.: Волокитин Вадим Валерьевич,tzk_2008@mail.ru,,(4872) 26-81-82,"300908, г. Тула, пос. Хомяково, Хомяковская, 12"
Администрация Муниципального Образования Узловский район,,Тульская область,Узловский район,Глава: Терехов Николай Николаевич,amo.uzlovaya@tularegion.ru,https://uzlovskij-r71.gosweb.gosuslugi.ru/,(48731) 6-42-05,"301600, г. Узловая, пл. Ленина, 1"
Служба АПК при администрации МО Узловский район,,Тульская область,Узловский район,Глава: Терехов Николай Николаевич,amo.uzlovaya@tularegion.ru,https://uzlovskij-r71.gosweb.gosuslugi.ru/,(48731) 6-63-02,"301600, г. Узловая, пл. Ленина, 1"
71_Узловский_КФХ 002,зерновые,Тульская область,Узловский район,,,,8-906-620-9475,"301626, с. Смородино"
71_Узловский_КФХ 003,пшеница,Тульская область,Узловский район,,,,8-920-743-1446,"301624, п. Тургеневский"
71_Узловский_КФХ 004,"пшеница, овес, ячмень",Тульская область,Узловский район,,,,8-905-189-2222,"301645, д. Прилесье"
«Агромакс» ООО,"пшеница, рапс, соя",Тульская область,Узловский район,Ген. дир.: Чикин Александр Владимирович,chikin72@mail.ru,,8-906-628-9239,"п. Партизан, стр. 6"
«Бестужево» СПК,"пшеница, гречиха, ячмень",Тульская область,Узловский район,Предс.: Теняков Александр Васильевич,bestuzhevo.spk@yandex.ru,,(48731) 9-21-19,"301629, д. Бестужево"
«Восход» ООО,зерновые,Тульская область,Узловский район,Ген. дир.: Скотникова Людмила Ефремовна,,,8-905-625-0486,"301626, с. Смородино"
«Дружба» СПК,"КРС (мясной, молочный)",Тульская область,Узловский район,Предс: Гаврилов Игорь Владимирович,,,(48731) 9-25-31,"301638, д. Федоровка, Дружбы, 16"
«Им. Ленина» СПК,"пшеница, ячмень, овёс",Тульская область,Узловский район,Предс.: Уваров Василий Михайлович,dialex2020@yandex.ru,,8-905-114-5776,"301645, д. Прилесье"
«Резонанс» ФХ,"пшеница (озимая, яровая); овощи (морковь, капуста, свекла), картофель",Тульская область,Узловский район,,fhrezonans@rambler.ru,https://fhrezonans.ru/,"(48731) 7-81-00, 8-950-903-5222, (48731) 8-953-189-6961","301633, п. Каменский, Пролетарская, 84"
СХП им. Руднева ООО,"пшеница, соя, рапс, гречиха",Тульская область,Узловский район,Дир.: Щанкин Прокопий Иванович,ooorudneva@mail.ru,,"(48731) 9-28-00, (48731) 9-28-22","301627, с. Люторичи, 117 А"
«Таун» ООО,"пшеница, ячмень, рапс",Тульская область,Узловский район,Ген. дир.: Кобяков Павел Вячеславович,taun.0315@gmail.com,,8-950-920-0000,"300012, г. Тула, Михеева, 17, помещ. 51"
«Узловский Молочный Комбинат» ООО,"производство молочной продукции (сметана, творог, сыры, йогурты и др.)",Тульская область,Узловский район,Ген. дир.: Величковский Василий Никитович,info@uzmolkom.ru,,"8-800-100-1918, (48731) 5-70-90","301602, г. Узловая, Дубовское шоссе, 3"
«Фёдоровский» СПК,"пшеница, ячмень, овес, гречиха, КРС",Тульская область,Узловский район,Предс.: Гаврилов Игорь Владимирович,spk.fedorovsky@yandex.ru,,"(48731) 9-25-19, 9-25-31, 9-25-91, (48731) 9-25-22, (48731) 9-25-35","301638, д. Федоровка, Дружбы, 16"
71_Узловский_КФХ 001,саженцы плодовых и ягодных культур,Тульская область,Узловский район,,,https://www.kfhbelous.ru/,8-905-112-6601,"301640, Узловский р-н, п. Тургеневский"
«Узловское ХПП» ООО,"закупка, приемка, хранение и складирование зерна",Тульская область,Узловский район,Ген. дир.: Виригин Сергей Викторович,viriginsergey@rambler.ru,,(48731) 6-32-19,"301600, г. Узловая, Базарная, 1, к А"
Администрация МО Чернский район,,Тульская область,Чернский район,Глава: Кузнецов Сергей Александрович,sergey.kuznetcov@tularegion.ru,https://chernskij-r71.gosweb.gosuslugi.ru/,(48756) 2-12-06,"301090, р.п. Чернь, К.Маркса, 31"
"Отдел экономического развития, предпринимательства и сельского хозяйства администрации МО Чернский район",,Тульская область,Чернский район,,chern@tularegion.org,https://chernskij-r71.gosweb.gosuslugi.ru/deyatelnost/otdel-ekonom-razv-predprin-i-sh/,(48756) 2-11-31,"301090, р.п. Чернь, К.Маркса, 31"
71_Чернский_КФХ 001,"пшеница, ячмень, соя, рапс, горох",Тульская область,Чернский район,,,,8-905-625-0880,"301098, п. Красный путь"
71_Чернский_КФХ 002,"пшеница, соя, рапс, горох",Тульская область,Чернский район,,,,8-930-894-7888,"301098, п. Красный путь"
71_Чернский_КФХ 003,"соя, подсолнечник",Тульская область,Чернский район,,,,"8-920-759-7286, 8-920-745-2991","301090, рп. Чернь"
71_Чернский_КФХ 004,"пшеница, овес, ячмень",Тульская область,Чернский район,,,,8-960-598-0351,"301074, д. Соловьевка"
«Агро-Альянс Чернское» ООО,"пшеница, овес, гречиха, подсолнечник, соя, горох, чечевица",Тульская область,Чернский район,Ген. дир.: Богдановский Сергей Геннадиевич,aa-chernskoe@agro-al.ru,,8-950-904-7603,"301094, д. Кожинка, Центральная, 19, оф. 1"
«Акира» ООО / «Рекорд» КФХ,зерновые,Тульская область,Чернский район,Дир./Глава: Раскачаев Владимир Викторович,suslovod@bk.ru,,"8-909, 264-7794","301098, п. Липицы"
«Крапп» КФХ / «Троицкие Нивы» ООО,"пшеница, ячмень, соя",Тульская область,Чернский район,Глава: Кравцов Валерий Борисович / Ген. дир.: Гаджиев Гаджи Магомедрасулович,kfhkrapp@yandex.ru,,8-920-785-6768,"301098, п. Липицы, Садовая, 7, помещ. 1, 1 этаж"
«Лидер» ООО,"пшеница, ячмень, овес, рапс, горох, фасоль",Тульская область,Чернский район,Дир.: Акатов Вадим Николаевич,Lider406@mail.ru,,"(48756) 3-37-17, (4872) 76-10-55","301090, с. Репно-Никольское, Производственная, 2"
«Экоферма «Зеленый Квадрат» ООО,"пшеница, горох, чечевица",Тульская область,Чернский район,Ген. дир.: Лынов Константин Владимирович,Konstantin.lynov@rambler.ru,,8-952-015-7673,"301090, р.п. Чернь, Космонавтов, 40 А, офис 4"
Администрация Щекинского района,,Тульская область,Щёкинский район,Глава: Гамбург Александр Сергеевич,ased_mo_schekino@tularegion.ru,https://schekino.gosuslugi.ru/,"(48751) 5-26-72, 5-24-65","301248, г. Щекино, Ленина, 1"
Отдел предпринимательства и сельского хозяйства Щекинского района,,Тульская область,Щёкинский район,Нач.: Пахомова Марина Николаевна,sh-predpr2@tularegion.org,https://schekino.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/administratsiya-munitsipalnogo-obrazovaniya-schekinskiy-rayon/strukturnye-podrazdeleniya/komitet-ekonomicheskogo-razvitiya/otdel-predprinimatelstva/,(48751) 5-94-51,"301241, г. Щекино, Шахтерская, 11"
«Велес» ООО,"пшеница, рапс, соя, овес, горох",Тульская область,Щёкинский район,Ген. дир: Иванов Владимир Николаевич,da.veles2014@yandex.ru,,"(48751) 7-11-37, 8-903-844-7530, (48751) 8-906-530-9865","301233, д. Крапивенская Слобода, 3 Б"
«Виктория» ООО,"пшеница, овес, рапс, горох",Тульская область,Щёкинский район,Ген. дир.: Гончар Ольга Николаевна,ivm1967@rambler.ru,,8-930-799-9226,"301237, с. Малынь, д. 17"
Ордена Ленина племзавод «Новая Жизнь» им. И. М. Семенова ООО,"пшеница, ячмень, горох; картофель; КРС (мясной, молочный); молочная продукция (сметана, кефир)",Тульская область,Щёкинский район,Дир.: Данилин Эдуард Валерьевич,new_life@tula.net,,"(48751) 3-72-37, (48751) 3-72-40","301226, с. Карамышево, Центральная, 1"
«Плава» ООО,"пшеница, соя, рапс, гречиха, горох; яблоки",Тульская область,Щёкинский район,Дир.: Устинов Анатолий Иванович,plava071@mail.ru,,(48751) 6-07-52,"301236, п. Алимкина, Комсомольская, 9"
«ПХ «Лазаревское» ООО,"зерновые; КРС, свиньи; производство колбас",Тульская область,Щёкинский район,Ген. дир.: Романовская Кристина Федоровна,info@lazarevo.ru,,"(48751) 7-22-51, 8-800-200-1981, 8-952-018-7576","301220, п. Лазарево, Луговая, 1"
«Родина» Колхоз,"пшеница, свекла столовая",Тульская область,Щёкинский район,Предс: Лапин Александр Николаевич,alex4774@mail.ru,,8-920-278-4650,"301222, с. Царево"
