Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Комаричиагро» ООО,"пшеница, ячмень, кукуруза, подсолнечник, рапс, соя",Брянская область,Комаричский район,Ген. дир.: Хоманн Эккарт Клаус,35858@mail.ru,,(48323) 6-73-48,"242411, д. Апажа, Центральная, 9"
«Агрофонд» ООО,"приемка, хранение, отгрузка зерновых",Брянская область,Комаричский район,Дир.: Вишневский Сергей Леонидович,faustova1970@mail.ru,https://xn--80agd9acaacas9b.xn--p1ai/,8-920-845-0030,"242400, Комаричский район, рп Комаричи, Колхозная, 63, пом.3"
32_Комаричский _КФХ 004,зерновые,Брянская область,Комаричский район,,,,8-920-857-7623,"242300, д. Апажа"
«Агроком» ООО,"пшеница, ячмень, кукуруза, подсолнечник, рапс; КРС (молочный)",Брянская область,Комаричский район,Ген. дир.: Фирсов Сергей Семёнович,agrokomooo@mail.ru,,"(48355) 9-47-45, 8-910-337-0349","242412, с. Бобрик, Молодежная, 1"
«Сахар» ООО,производство сахара,Брянская область,Комаричский район,Ген. дир.: Мазалов Евгений Владимирович,"sahar, secretar@sahar32.ru",,"(48355) 9-19-76, 8-906-698-1756","242425, п. Лопандино, Ленина, 5"
«Сельхозник Тимирязевский» ООО,"пшеница, ячмень, подсолнечник, кукуруза; КРС (мясной, молочный)",Брянская область,Комаричский район,Ген. дир.: Клюенков Василий Васильевич,oooselhoznik@mail.ru,,"(48355) 9-26-89, (4835) 49-18-88","242422, с. Евдокимовка, Школьная, 10"
Администрация Комаричского района,,Брянская область,Комаричский район,Глава: Скрипин Николай Николаевич,adminkom@mail.ru,http://www.adminkom.gosuslugi.ru/,"(48355) 9-14-14, 9-17-17, (48355) 9-15-34","242400, Комаричский р-н, р.п. Комаричи, Советская, 21"
«Пересвет» КФХ,"пшеница, ячмень, рапс, соя",Брянская область,Комаричский район,,,,8-961-103-5433,"242408, д. Добровольская"
32_Комаричский _КФХ 006,соя,Брянская область,Комаричский район,,,,8-906-698-8237,"242412, с. Бобрик"
«Сельхозник Заря» ООО,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Комаричский район,Дир.: Носов Николай Валентинович,chlv-kom@mail.ru,,8-919-293-0998,"242421, п. Тростенчик, Центральная, 21"
32_Комаричский _КФХ 001,выращивание картофеля,Брянская область,Комаричский район,,,,"(48355) 9-47-45, 8-910-337-0349","242408, с. Лубошево"
«Комаричское районное управление сельского хозяйства» ГКУ,,Брянская область,Комаричский район,Нач.: Климков Николай Александрович,selhozkom@mail.ru,,"(48355) 9-15-57, (48355) 9-13-84","242400, Комаричский р-н, р.п. Комаричи, Советская, 11"
32_Красногорский_КФХ 002,"КРС (молочный), производство молока",Брянская область,Красногорский район,,,,8-961-104-0017,"243172, д. Ларневск"
«Родина» СПК,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Красногорский район,Предс.: Курочко Сергей Михайлович,spkrodina32@mail.ru,,8-960-559-9467,"243178, д. Макаричи, Центральная, 21"
«Лотаки» СПК,зерновые,Брянская область,Красногорский район,Предс.: Грачев Валерий Иванович,spklotaki@yandex.ru,,"(48346) 9-23-12, 8-906-503-0727","243171, с. Лотаки, Садовая, 17"
32_Красногорский_КФХ 001,"зерновые, зернобобовые, масличные; КРС (молочный)",Брянская область,Красногорский район,,,,8-920-835-5538,"243160, пгт. Красная Гора"
«Красногорское районное управление сельского хозяйства» ГКУ,,Брянская область,Красногорский район,Нач.: Бовтюнь Василий Николаевич,Kg-ikp@mail.ru,,"(48346) 9-11-98, 9-18-63","243160, Красногорский р-н, пгт. Красная Гора, Первомайская, 6"
«Прогресс» СПК,"пшеница, ячмень; КРС (молочный)",Брянская область,Красногорский район,Предс.: Ефименко Владимир Петрович,portnaia.elena@yandex.ru,,"(48346) 9-42-43, 8-906-500-6317","243151, с. Перелазы, Советская, 37"
32_Красногорский_КФХ 004,"пшеница, ячмень, гречиха, кукуруза, соя",Брянская область,Красногорский район,,,,8-930-731-7888,"243163, д. Фошное"
«Чапаева» СПК,"зерновые, масличные; КРС (молочный)",Брянская область,Красногорский район,Предс.: Довыденко Виктор Михайлович,spkthapaeva64@mail.ru,,(48346) 9-24-35,"243175, с. Медведи, Центральная, 11"
32_Красногорский_КФХ 005,"пшеница, овёс",Брянская область,Красногорский район,,,,8-961-102-6223,"243179, д. Любовшо"
Администрация Красногорского района,,Брянская область,Красногорский район,Глава: Жилинский Сергей Станиславович,krgadm@yandex.ru,https://krgadm32.gosuslugi.ru/,(48346) 9-17-76,"243160, Красногорский р-н, пгт. Красная Гора, Первомайская, 6"
«Страна Советов» колхоз,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Мглинский район,Предс.: Малашенко Иван Михайлович,stranasowetov2016@yandex.ru,,"(48339) 9-43-21, (48339) 2-22-26","243211, с. Высокое, Цветочная, 18 А"
«Дуброва» колхоз,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Мглинский район,Предс.: Цветков Михаил Сергеевич,kolxozdubrova2021@yandex.ru,,"(48339) 9-33-47, 8-961-103-9339","243212, с. Великая Дуброва, Молодежная, 12"
Администрация Мглинского Района,,Брянская область,Мглинский район,Глава: Ходин Михаил Иванович,mgladm@mail.ru,"http://mgladm.ru/, http://mgladm.ru/",(48339) 2-10-69,"243220, Мглинский р-н, г. Мглин, Советская пл., 6"
32_Мглинский_КФХ 005,зерновые,Брянская область,Мглинский район,,,,8-919-297-8649,"243220, г. Мглин"
«СП «Николаевское» ООО / «Райагроснаб» СПОК,"зерновые, однолетние кормовые культуры; картофель; КРС (мясной)",Брянская область,Мглинский район,Дир.: Николаева Валентина Васильевна,vl9032002@gmail.com,,8-915-049-2932,"243231, с. Луговец, Центральная, 9"
32_Мглинский_КФХ 007,"зерновые, зернобобовые, масличные; овощи, картофель",Брянская область,Мглинский район,,,,8-905-104-2742,"243231, с. Луговец"
32_Мглинский_КФХ 002,"садоводство (яблоки, груши, сливы, вишня, черешня, персики)",Брянская область,Мглинский район,,,,"8-960-557-3877, 8-962-148-5555","243224, с. Семки"
32_Мглинский_КФХ 003,зерновые; КРС (мясной),Брянская область,Мглинский район,,,,"(48339) 2-26-98, 8-960-555-7777","243235, с. Шумарово"
32_Мглинский_КФХ 001,зерновые; КРС (молочный),Брянская область,Мглинский район,,,,8-909-243-3274,"243225, д. Ветлевка"
32_Мглинский_КФХ 008,"пшеница, овёс, картофель",Брянская область,Мглинский район,,,,8-980-303-5181,"243227, д. Конопаковка"
32_Мглинский_КФХ 004,"зерновые; КРС (мясной, молочный)",Брянская область,Мглинский район,,,,8-915-531-1057,"243215, с. Симонтовка"
«Клетнянский Молочный Комбинат» ООО,"производство молока, молочной продукции",Брянская область,Мглинский район,Дир.: Кузовов Василий Васильевич,zavodkletna@mail.ru,,8-915-801-4475,"243220, г. Мглин, Буденного, 15, оф. 3"
«Мглинский Крахмал» ООО,"производство крахмала, крахмалосодержащих продуктов, сахарного сиропа",Брянская область,Мглинский район,Дир.: Дрябязко Андрей Аркадьевич,mdlinkrahmal@mai.ru,,(48339) 2-19-08,"243220, г. Мглин, терр. Крахмальный завод"
«Содружество» ООО / «Сураж-Молоко» ООО,"зерновые, зернобобовые, масличные; КРС (мясной, молочный); производство молока, молочной продукции",Брянская область,Мглинский район,Дир.: Русский Евгений Николаевич,syragmoloko@mail.ru,,"(48339) 2-11-07, (48339) 2-16-45","243220, г. Мглин, Буденного, 15"
«Мглинское районное управление сельского хозяйства» ГКУ,,Брянская область,Мглинский район,Нач.: Черная Наталья Сергеевна,"mg.upr., sel.xoz@mail.ru",,"(48339) 2-10-53, (48339) 2-23-56","243220, Мглинский р-н, г. Мглин, Советская пл, 6, каб. 12"
«Маяк» ООО,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Навлинский район,Ген. дир.: Лапонов Афанасий Иванович,ooo.mayak2016@yandex.ru,,"(48342) 3-12-28, 8-920-833-9180","242134, с. Гремячее, Молодежная, 34"
«Навлинское Хлебоприемное Предприятие» ООО,"хранение, складирование, сушка, отгрузка зерна",Брянская область,Навлинский район,Ген. дир.: Шакарнис Гинтарас Вальдемарас,navlja_hpp@mail.ru,,8-980-334-0686,"242130, Навлинский район, р.п. Навля, Смоленская, 58 Б"
Администрация Навлинского района,,Брянская область,Навлинский район,Глава: Прудник Александр Александрович,priem-nvl@yandex.ru,https://admnav.gosuslugi.ru/,(48342) 2-22-66,"242130, Навлинский р-н, р.п. Навля, Красных Партизан, 21"
32_Навлинский_КФХ 004,"пшеница, кукуруза, соя, подсолнечник",Брянская область,Навлинский район,,89206045860@mail.ru,,8-920-604-5860,"242132, д. Пластовое"
«Овощной Проект» ООО,"пшеница, кукуруза; картофель",Брянская область,Навлинский район,Дир.: Добронравов Дионис Дмитриевич,,,8-953-299-5537,"242130, рп Навля, 1 Мая, 1 А"
32_Навлинский_КФХ 003,зерновые; КРС,Брянская область,Навлинский район,,,,8-910-332-4532,"242130, рп. Навля"
«Навлинский автоагрегатный завод» ОАО,"коробки отбора мощности, запчасти ЗСК, мотор-редукторы для линий кормления с\х животных",Брянская область,Навлинский район,Ген. дир.: Босов Дмитрий Юрьевич,naaz32@mail.ru,http://oaonaaz.ru/,"8-985-220-1517, 8-985-220-1525","242130, Навлинский р-н, п. Навля, Чапаева, 1"
«Княжеское» ООО,зерновые; КРС (молочный),Брянская область,Навлинский район,Дир.: Кондалеев Геннадий Юрьевич,smn@dobronravov-agro.ru,,8-960-547-8985,"242133, д. Прилепы, Центральная, 52, оф. 1"
«Агропромышленный холдинг «Добронравов Агро» ООО / «Брянский лён» ООО,"рапс, пшеница, соя, кукуруза; пчеловодство; картофель: семенной и товарный",Брянская область,Навлинский район,Ген. дир.: Добронравов Дмитрий Константинович,bk@dobronravov-agro.ru,https://dobronravov-agro.ru/,"8-952-961-8028, 8-920-604-3690, 8-800-201-0032","242113, с. Чичково, им. Л. Мирошина, 32 / 242130, рп Навля, 1 Мая, 1 А"
«Экопродукт» ООО,"зерновые, зернобобовые, масличные",Брянская область,Навлинский район,Дир.: Федоров Дмитрий Михайлович,ekpr32@mail.ru,,8-910-231-2345,"242130, рп. Навля, Смоленская, 58"
«Навлинские продукты» ООО,производство молочной продукции; переработка и консервирование мяса,Брянская область,Навлинский район,Дир.: Филонов Алексей Владимирович,,,(48342) 2-24-96,"242130, р.п. Навля, Советская, 5"
32_Навлинский_КФХ 001,"зерновые, зернобобовые, масличные; КРС (молочный)",Брянская область,Навлинский район,,,,"8-920-844-3742, 8-910-338-6709","242110, д. Зубовка"
«Навлинское районное управление сельского хозяйства» ГКУ,,Брянская область,Навлинский район,Нач.: Любитенко Людмила Кузьминична,ushnvl@mail.ru,,"(48342) 2-22-21, (48342) 2-22-69","242130, Навлинский р-н, р.п. Навля, Красных Партизан, 21"
Новозыбковская городская администрация,,Брянская область,Новозыбков г.,Глава: Грек Александр Георгиевич,novozibkovadm@mail.ru,https://zibkoe.gosuslugi.ru/,(48343) 5-69-36,"243020, г. Новозыбков, пл. Октябрьской Революции, 2"
«Новозыбковское районное управление сельского хозяйства» ГКУ,,Брянская область,Новозыбков г.,Нач.: Войтенок Валентина Леонидовна,gku-novozybkovskoe@yandex.ru,,"(48343) 5-19-22, 5-16-41","243020, г. Новозыбков, пл. Октябрьской Революции, 2"
«Заречье» СПК,"зерновые, зернобобовые, масличные; КРС (мясной, молочный)",Брянская область,Новозыбковский район,Предс.: Ермаков Иван Михайлович,zareche7@mail.ru,,(48343) 9-24-79,"243012, с. Старые Бобовичи, Ленина, 44"
«Новозыбковмолоко» ООО,"пастеризация, отгрузка молока",Брянская область,Новозыбковский район,Дир.: Крисанова Светлана Николаевна,,,(48343) 5-31-87,"243020, г. Новозыбков, Комсомольская, 132"
«Коммунар» СПК,"зерновые, зернобобовые; овцы, кони",Брянская область,Новозыбковский район,Предс.: Володченко Оксана Павловна,Aio@slc-net.ru,,8-930-727-9905,"243002, д. Холевичи, Набережная, 19, помещ. 1"
32_Новозыбковский_КФХ 002,"зерновые, зернобобовые",Брянская область,Новозыбковский район,,,,8-920-837-9912,"243017, с. Старый Вышков"
«Крутоберёзка» СХПК,"зерновые, зернобобовые; КРС (откорм)",Брянская область,Новозыбковский район,Предс.: Лузик Иван Иванович,krutoberezka@gmail.com,,8-905-103-5473,"243020, д. Крутодерезка, Совхозная, 7"
«Колхоз им. Ленина» СПК,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Новозыбковский район,Предс.: Конохов Виктор Михайлович,vshpk2014@yandex.ru,,"(48343) 9-42-31, 8-961-104-9473","243014, с. Катичи, Ленина, 129"
32_Новозыбковский_КФХ 003,"зерновые, картофель; КРС",Брянская область,Новозыбковский район,,,,8-952-968-3991,"243013, с. Новые Бобовичи"
«Ударник» СПК,"зерновые, зернобобовые",Брянская область,Новозыбковский район,Предс.: Кутузов Анатолий Александрович,,,8-962-146-0363,"243006, с. Каташин, Молодежная, 10"
"«Новозыбковская сельскохозяйственная опытная станция», филиал ФГБНУ",зерновые,Брянская область,Новозыбковский район,Дир.: Адамко Василий Николаевич,ngsps-vniia@yandex.ru,,"(48343) 9-33-09, (48343) 9-33-31","243020, п. Опытная станция"
32_Новозыбковский_КФХ 001,"пшеница, ячмень, кукуруза, подсолнечник",Брянская область,Новозыбковский район,,,,8-903-875-2067,"243020, г. Новозыбков"
32_Погарский_КФХ 014,"зерновые, зернобобовые, многолетние культуры",Брянская область,Погарский район,,,,8-906-504-2328,"243570, п. Запесочье"
«Колхозник» ООО,"зерновые, зернобобовые, масличные; КРС (мясной, молочный)",Брянская область,Погарский район,Предс.: Щеглова Татьяна Леонидовна,oookolhoznik@mail.ru,,8-961-104-9781,"243571, с. Чаусы, Центральная, 2 А"
32_Погарский_КФХ 003,зерновые; картофель,Брянская область,Погарский район,,,,"8-920-859-7289, 8-920-601-0337","243568, с. Курово"
«Рассвет» ООО,зерновые; КРС (на откорме); садоводство (яблоки); картофель,Брянская область,Погарский район,Дир.: Гаранина Татьяна Николаевна,oookolhoznik@mail.ru,,"(48349) 9-35-42, 8-910-335-7441","243562, с. Дареевск, Советская, 1 А"
«Погарский овощеперерабатывающий комбинат» ООО / «Погарский пищекомбинат»,"переработка и консервирование фруктов, овощей, картофеля («Погарский овощеперерабатывающий комбинат» ООО); производство мясных консервов «Погарский пищекомбинат»",Брянская область,Погарский район,Ген. дир.: Ковтун Сергей Владимирович,magik_korp@mail.ru,,"(48349) 2-25-35, 8-903-743-4835","243550, пгт. Погар, Калинина, 69, 4"
32_Погарский_КФХ 010,"овощеводство (кабачки, помидоры, огурцы, капуста, свекла)",Брянская область,Погарский район,,,,8-920-846-8461,"243560, д. Гриневочка"
«СП «Дружба,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Погарский район,Дир.: Веремьев Сергей Григорьевич,oksana.burda.2014@mail.ru,,"(48349) 9-55-74, (48349) 9-55-34, 8-930-725-6153","243568, с. Курово"
«Консервный завод «Агриппина» ООО,"переработка и консервирование овощей и фруктов, производство соковой продукции, сушеных овощей",Брянская область,Погарский район,Ген. дир.: Павловская Галина Олеговна,mail@agrippina32.ru,,8-920-846-8461,"243550, пгт. Погар, Октябрьская, 89"
Администрация Погарского района,,Брянская область,Погарский район,Глава: Цыганок Сергей Иванович,admin@pogaradm.ru,https://pogaradm.gosuslugi.ru/,(48349) 2-12-80,"243550, Погарский р-н, пгт. Погар, Ленина, 1"
«Погарская Картофельная Фабрика» АО,"картофель; зерновые, зернобобовые; овощи; переработка картофеля, картофельное пюре, хлопья",Брянская область,Погарский район,Дир.: Дуданов Илья Иванович,ppf@ppf.su,https://www.ppf.su/,(4832) 60-68-50,"243550, пгт. Погар, Молодежная, 1"
32_Погарский_КФХ 005,зерновые; картофель,Брянская область,Погарский район,,,,8-920-846-2473,"243570, с. Витемля"
32_Погарский_КФХ 016,"зерновые, картофель",Брянская область,Погарский район,,,,8-952-968-6569,"243558, д. Вадьковка"
32_Погарский_КФХ 015,"зерновые, зернобобовые, масличные; картофель",Брянская область,Погарский район,,,,8-920-845-2598,"243566, х. Граборовка"
32_Погарский_КФХ 013,"зерновые, зернобобовые; картофель",Брянская область,Погарский район,,,,8-953-290-1061,"243570, п. Запесочье"
32_Погарский_КФХ 009,зерновые; КРС,Брянская область,Погарский район,,,,(48349) 9-52-32,"243563, с. Кистер"
«Кистёрский» СХПК,"зерновые, зернобобовые",Брянская область,Погарский район,Предс.: Аршук Максим Владимирович,shpk-kister@yandex.ru,,(48349) 9-52-32,"243563, с. Кистер, Центральная, 2"
32_Погарский_КФХ 012,"зерновые, зернобобовые; картофель",Брянская область,Погарский район,,,,8-905-102-8078,"243570, с.Витемля"
32_Погарский_КФХ 001,зерновые; картофель,Брянская область,Погарский район,,,,"8-920-838-5723, 8-905-174-9588","243550, пгт. Погар"
«Агролидер» ООО,"зерновые, зернобобовые, масличные; овцеводство; пчеловодство",Брянская область,Погарский район,Ген. дир.: Синельников Петр Петрович,ovoschi.getunovka@yandex.ru,,"(48349) 9-33-10, (48349) 9-33-36, 8-929-023-0769","243543, п. Гетуновка, Центральная, 8"
32_Погарский_КФХ 008,"зерновые, рапс",Брянская область,Погарский район,,,,8-980-313-4122,"243563, с. Кистер"
32_Погарский_КФХ 017,зерновые,Брянская область,Погарский район,,,,8-920-605-5150,"243550, п. Белевица"
32_Погарский_КФХ 007,"зерновые, зернобобовые, масличные; картофель",Брянская область,Погарский район,,,,8-906-695-7398,"243570, п. Запесочье"
«Погарское районное управление сельского хозяйства» ГКУ,,Брянская область,Погарский район,Нач.: Грибков Николай Васильевич,pg-ikppog@list.ru,,"(48349) 2-13-91, 2-10-69","243550, Погарский р-н, пгт. Погар, Ленина, 1"
«Балт» ООО,оптовая торговля кормами для с/х животных (заменители молока),Брянская область,Почепский район,Дир.: Иванов Сергей Юрьевич,balt03@mail.ru,,(48345) 3-36-64,"243400, г. Почеп, Молодежная, 33"
«СХП «Паниковка» ООО,зерновые,Брянская область,Почепский район,Дир.: Бравков Дмитрий Аркадьевич,,,8-960-554-3204,"243430, д. Паниковка, Октябрьская, 7"
«Почеп-Молоко» ООО,"производство молока, молочной продукции",Брянская область,Почепский район,Ген. дир.: Палейчук Анатолий Валериевич,laboratoriapocep@mail.ru,,"(48345) 3-37-37, (48345) 3-30-59","243400, г. Почеп, Трубчевская, 60"
32_Почепский_КФХ 006,"зерновые, зернобобовые; овощи; картофель",Брянская область,Почепский район,,,,8-920-861-8769,"243414, с. Валуец"
«Красный Рог»,"зерновые, зернобобовые; картофель",Брянская область,Почепский район,Дир.: Теличко Виталий Сергеевич,spk032@mail.ru,,(48345) 5-34-46,"243447, п. Озаренный, Садовая, 44, оф. 1"
Администрация Почепского района,,Брянская область,Почепский район,Глава: Шаболдина Елена Дмитриевна,orgotdel74@mail.ru,https://pochepskij-r15.gosweb.gosuslugi.ru/,"(48345) 3-02-52, 3-02-54","243400, Почепский р-н, г. Почеп, Октябрьская пл., 3 А"
«Московский Агрогородок»,зерновые,Брянская область,Почепский район,Ген. дир.: Ладудо Александр Николаевич,,,8-929-023-4838,"243429, п. Московский, Почепская, 10, к.а"
«Молград» ООО,производство молочной продукции,Брянская область,Почепский район,Дир.: Федоричев Сергей Владимирович,molgrad@list.ru,,(4832) 32-21-20,"243400, г. Почеп, Мира, 83, оф. 1"
32_Почепский_КФХ 005,зерновые; КРС,Брянская область,Почепский район,,,,8-929-022-6169,"243400, г. Почеп"
32_Почепский_КФХ 001 / 32_Почепский_КФХ 004,"зерновые, зернобобовые, КРС (молочный)",Брянская область,Почепский район,,,,8-910-330-9885,"243411, с. Семцы"
«Почепское районное управление сельского хозяйства» ГКУ,,Брянская область,Почепский район,Нач.: Рунова Ксения Владимировна,gku-pochep@mail.ru,,"(48345) 3-04-23, (48345) 3-10-69, 3-12-82","243400, Почепский р-н, г. Почеп, Октябрьская пл., 3 А"
«Агрохолдинг «Родина»,картофель,Брянская область,Рогнединский район,Ген. дир.: Зюкин Игорь Николаевич,,,"8-903-644-5484, 8-920-843-3142","242770, р.п. Рогнедино, Ленина, 27"
32_Рогнединский_КФХ 003,"зерновые, зернобобовые, масличные",Брянская область,Рогнединский район,,,,8-910-237-8245,"242770, рп. Рогнедино"
32_Рогнединский_КФХ 004,овцы,Брянская область,Рогнединский район,,,,8-919-293-9080,"242791, д. Семеновка"
«Продукты села» СППК,производство овечьего и козьего молока; производство сыров,Брянская область,Рогнединский район,Предс.: Дряблов Вячеслав Федорович,dryablov5@mail.ru,,8-953-275-0295,"242780, Рогнединский р-н, д. Сельцо, Речная, 9"
32_Рогнединский_КФХ 002,"овцы, козы, производство молочной продукции",Брянская область,Рогнединский район,,,,8-953-275-0295,"242780, п. Гобики"
Администрация Рогнединского района,,Брянская область,Рогнединский район,Глава: Денисов Александр Михайлович,admrrognedino@mail.ru,https://rognedinskij-r15.gosweb.gosuslugi.ru/,(48331) 2-13-53,"242770, Рогнединский р-н, р.п. Рогнедино, Ленина, 29"
«Дубровское»,"зерновые, зернобобовые, масличные; КРС (мясной, молочный)",Брянская область,Рогнединский район,Дир.: Симкина Наталья Тимофеевна,ooo.yablon@bk.ru,,(48331) 9-61-26,"242791, д. Лутовиновка, Садовая, 8"
«Рогнединское районное управление сельского хозяйства» ГКУ,,Брянская область,Рогнединский район,Нач.: Грибачёв Роман Михайлович,gkurognedinskoe@mail.ru,,"(48331) 2-11-07, (48331) 2-12-38, (48331) 2-12-60, 2-11-46","242770, Рогнединский р-н, р.п. Рогнедино, Ленина, 29"
«Заулье»,"зерновые, зернобобовые, масличные",Брянская область,Севский район,Уполномоч.: Можаев Андрей Александрович,zaulie@mail.ru,,(48356) 9-36-34,"242444, с. Заулье, Копылова, 2"
32_Севский_КФХ 001,зерновые,Брянская область,Севский район,,,,8-920-848-5194,"242314, с. Некислица"
Администрация Севского района,,Брянская область,Севский район,Глава: Большунов Михаил Владимирович,admsevsk@mail.ru,https://sevskadm.gosuslugi.ru/,(48356) 9-14-33,"242440, Севский р-н, г. Севск, Розы Люксембург, 50"
«Платон»,"зерновые, зернобобовые, масличные; сахарная свекла; КРС (мясной)",Брянская область,Севский район,,,,"8-960-554-8887, 8-960-554-9900","242456, с. Лемешовка"
«Союз»,"зерновые, зернобобовые, масличные",Брянская область,Севский район,Предс./Ген. дир.: Фокин Иван Иванович,soyuzagro@yandex.ru,,8-930-730-4545,"242432, с. Голышина, Центральная, 1"
«Велес» ООО,"зерновые, зернобобовые, масличные",Брянская область,Севский район,Ген. дир.: Матвеенко Владимир Александрович,matveenko-@mail.ru,,8-980-300-7942,"242, п. Косицы, Центральная, 11"
«Севское районное управление сельского хозяйства» ГКУ,,Брянская область,Севский район,Нач.: Демков Владимир Вячеславович,gkubo.sevskoe@yandex.ru,,"(48356) 9-15-05, 9-17-32","242440, Севский р-н, г. Севск, Ленина, 4"
Администрация г. Сельцо,,Брянская область,Сельцо г.,Глава: Гришков Максим Александрович,selco32@mail.ru,"http://www.admsel.ru/, https://selco-r15.gosweb.gosuslugi.ru/",(4832) 97-17-35,"241550, г. Сельцо, Горького,14"
Администрация Стародубского района,,Брянская область,Стародубский район,Глава: Подольный Александр Владимирович,stadmo2008@yandex.ru,https://starodub.gosuslugi.ru/,(48348) 2-22-12,"243240, Стародубский р-н, г. Стародуб, Советская пл., 8"
32_Стародубский_КФХ 031,"зерновые, зернобобовые",Брянская область,Стародубский район,,,,8-920-863-4011,"243276, с. Нижнее"
Колхоз им. Правды,"зерновые, зернобобовые, масличные; КРС (мясной, молочный)",Брянская область,Стародубский район,Предс.: Пыко Павел Михайлович,kolxoz.pravda@yandex.ru,,"(48348) 9-16-20, (48348) 9-16-30, 8-953-271-0605, (48348) 8-920-606-0802","243282, с. Запольские Халеевичи, Первомайская, 62"
32_Стародубский_КФХ 024,"пшеница, ячмень; картофель",Брянская область,Стародубский район,,,,8-910-293-4245,"243266, с. Дохновичи"
32_Стародубский_КФХ 043,картофель,Брянская область,Стародубский район,,,,8-920-603-3101,"243267, с. Мишковка"
«Титенок» ФХ,"зерновые, зернобобовые; овощи; картофель",Брянская область,Стародубский район,,,,8-930-721-9247,"243266, с. Дохновичи"
32_Стародубский_КФХ 017,"рапс, пшеница, рожь, кукуруза, соя; картофель",Брянская область,Стародубский район,,,,"(48348) 9-12-61, 8-920-603-9977, (48348) 8-920-890-9446","243253, с. Меленск"
32_Стародубский_КФХ 007,зерновые,Брянская область,Стародубский район,,,,8-906-699-2096,"243240, г. Стародуб"
32_Стародубский_КФХ 035,зерновые; картофель; КРС,Брянская область,Стародубский район,,,,8-920-861-4665,"243253, с. Меленск"
32_Стародубский_КФХ 028,зерновые; картофель,Брянская область,Стародубский район,,,,8-930-724-7492,"243266, с. Дохоновичи"
32_Стародубский_КФХ 042,"пшеница, овёс",Брянская область,Стародубский район,,,,8-905-103-6017,"243258, д. Ильбово"
32_Стародубский_КФХ 040,зерновые; картофель,Брянская область,Стародубский район,,,,8-905-054-7878,"243243, с. Пятовск"
32_Стародубский_КФХ 008,картофель,Брянская область,Стародубский район,,,,8-920-854-2132,"243253, с. Меленск"
32_Стародубский_КФХ 030,"зерновые, картофель; КРС",Брянская область,Стародубский район,,,,8-929-022-5540,"243263, с. Демьянки"
32_Стародубский_КФХ 009,"пшеница, ячмень, рожь, овес, рапс; картофель",Брянская область,Стародубский район,,,,8-930-829-0088,"243267, с. Мишковка"
«Сыр Стародубский» ТНВ,"производство сливочного и топленого масла; сыра, сырных продуктов",Брянская область,Стародубский район,Уполномоч.: Мокроусова Александра Васильевна,info@cheeseworld.ru,,"(48348) 2-22-08, 2-28-50, 2-41-29","243240, г. Стародуб, Краснооктябрьская, 115"
32_Стародубский_КФХ 045,пшеница,Брянская область,Стародубский район,,,,8-905-176-6959,"243240, г. Стародуб"
«Агропрогресс» ООО,"зернобобовые, зерновые, масличные",Брянская область,Стародубский район,Ген. дир.: Жалейко Николай Иванович,pulseprod@mail.ru,,8-961-107-0446,"243247, д. Камень, Центральная, 55"
32_Стародубский_КФХ 034,зерновые,Брянская область,Стародубский район,,,,8-999-705-9606,"243240, с. Остроглядово"
32_Стародубский_КФХ 041,"пшеница, ячмень; картофель",Брянская область,Стародубский район,,,,8-920-860-0490,"243253, с. Меленск"
32_Стародубский_КФХ 018,"пшеница, овес",Брянская область,Стародубский район,,,,8-900-359-5680,"243240, г. Стародуб"
32_Стародубский_КФХ 013,"зерновые, зернобобовые",Брянская область,Стародубский район,,,,8-920-841-0001,"243253, с. Меленск"
32_Стародубский_КФХ 032,"пшеница, рапс, соя",Брянская область,Стародубский район,,,,8-962-143-4491,"243255, д. Пестриково"
32_Стародубский_КФХ 014,"зерновые, зернобобовые; картофель",Брянская область,Стародубский район,,,,8-920-865-0989,"243268, с. Тарасовка"
32_Стародубский_КФХ 039,"зерновые, зернобобовые; картофель",Брянская область,Стародубский район,,,,8-920-834-2821,"243240, г. Стародуб"
«Русское молоко» ООО,"зерновые, зернобобовые, масличные; КРС (мясной, молочный)",Брянская область,Стародубский район,Ген. дир.: Кравченко Александр Владимирович,russmilk@rambler.ru,,"(48348) 2-28-32, 8-905-102-4860","243275, с. Нижнее, Центральная, 13 А"
32_Стародубский_КФХ 016,зерновые,Брянская область,Стародубский район,,,,"8-961-106-5272, 8-920-849-8267","243274, с. Чубковичи"
«Агроленина» ООО / «Ленина» ООО,"зерновые, зернобобовые; картофель",Брянская область,Стародубский район,Ген. дир.: Ятченко Сергей Николаевич / Ген. дир.: Броницкая Галина Павловна,agrolenina@yandex.ru,,8-980-302-6492,"243266, с. Дохновичи, Магистральная, 28"
