Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
34_Михайловский_КФХ 016,"пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-092-9989,"403317, х. Плотников-2"
34_Михайловский_КФХ 017,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-960-880-0094,"403310, г. Михайловка"
34_Михайловский_КФХ 018,"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,8-927-507-0001,"403325, п. Отрадное"
34_Михайловский_КФХ 019,"пшеница, ячмень, просо; поросята",Волгоградская область,Михайловский район,,,,8-937-556-8583,"403344, г. Михайловка"
34_Михайловский_КФХ 020,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-05-49, 8-961-659-0699","403317, х. Плотников 2-й"
34_Михайловский_КФХ 021,зерновые,Волгоградская область,Михайловский район,,,,8-961-071-1000,"403306, х. Раздоры"
34_Михайловский_КФХ 022,"зерновые, зернобобовые",Волгоградская область,Михайловский район,,,,8-904-753-6232,"403336, х. Сухов-2"
34_Михайловский_КФХ 023,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-902-095-0095,"403323, х. Сеничкин"
34_Михайловский_КФХ 024,пшеница,Волгоградская область,Михайловский район,,,,8-937-538-1829,"403314, ст. Етеревская"
34_Михайловский_КФХ 025,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-05-43, 8-905-390-9591","403317, х. Плотников-2"
34_Михайловский_КФХ 026,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-86-75, 8-902-387-4634","403319, х. Секачи"
34_Михайловский_КФХ 027,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-961-086-9761,"403331, п. Реконструкция"
34_Михайловский_КФХ 028,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-904-402-4315,"403331, х. Большемедведевский"
34_Михайловский_КФХ 029,"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,"8-904-775-1627, 8-904-771-3513","403319, х. Секачи"
34_Михайловский_КФХ 030,"зерновые, масличные культуры",Волгоградская область,Михайловский район,,,,8-902-385-5050,"403331, п. Реконструкция"
34_Михайловский_КФХ 031,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-937-080-8097,"403330, х. Троицкий"
34_Михайловский_КФХ 032,"зерновые, зернобобовые",Волгоградская область,Михайловский район,,,,8-902-388-0359,"403343, г. Михайловка"
34_Михайловский_КФХ 033,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-937-558-8208,"403306, х. Раздоры"
34_Михайловский_КФХ 034,зерновые,Волгоградская область,Михайловский район,,,,8-904-777-0526,"403317, х. Плотников 2-й"
34_Михайловский_КФХ 035,"зерновые, технические, масличные культуры",Волгоградская область,Михайловский район,,,,8-906-167-7707,"403304, х. Сухов-1"
34_Михайловский_КФХ 036,"оз. пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-310-2152,"400081, г. Волгоград"
34_Михайловский_КФХ 037,"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,8-904-779-8161,"403334, х. Карагичевский"
34_Михайловский_КФХ 038,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-381-1802,"403315, х. Сенной"
34_Михайловский_КФХ 039,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-937-714-4850,"403301, ст. Арчединская"
34_Михайловский_КФХ 040,"зерновые, зернобобовые культуры",Волгоградская область,Михайловский район,,,,8-903-372-6215,"403313, х. Большой"
34_Михайловский_КФХ 041,зерновые,Волгоградская область,Михайловский район,,,,8-904-777-7143,"403301, ст. Арчединская"
34_Михайловский_КФХ 042,"зерновые, технические культуры",Волгоградская область,Михайловский район,,,,8-927-257-9927,"403303, х. Безымянка"
34_Михайловский_КФХ 043,зерновые; бахчевые культуры,Волгоградская область,Михайловский район,,,,8-961-696-4198,"403301, ст. Арчединская"
34_Михайловский_КФХ 044,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,(84463) 4-47-73,"403305, х. Субботин"
34_Михайловский_КФХ 045,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-961-656-3521,"403335, х. Рогожин"
34_Михайловский_КФХ 046,"озимая пшеница, ячмень, подсолнечник, кукуруза, сафлор, сорго",Волгоградская область,Михайловский район,,,,"8-904-771-2171, 8-937-550-0500","403328, х. Ильменский 2-й"
34_Михайловский_КФХ 047,"зерновые, масличные культуры",Волгоградская область,Михайловский район,,,,8-902-364-3957,"403317, х. Плотников 2-й"
34_Михайловский_КФХ 048,зерновые,Волгоградская область,Михайловский район,,,,"(84463) 6-26-16, 8-902-099-0349","403306, х. Раздоры"
34_Михайловский_КФХ 049,"зерновые, масличные",Волгоградская область,Михайловский район,,,,"(84463) 6-25-00, 8-937-737-5837, 8-927-066-2801","403306, х. Раздоры"
34_Михайловский_КФХ 050,"зерновые, зернобобовые",Волгоградская область,Михайловский район,,,,8-904-421-7669,"403319, х. Секачи"
34_Михайловский_КФХ 051,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-902-360-5634,"403310, г. Михайловка"
34_Михайловский_КФХ 052,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-904-411-1477,"403314, ст. Етеревская"
34_Михайловский_КФХ 053,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 2-52-03, 8-902-650-6485","403334, х. Карагичевский"
34_Михайловский_КФХ 054,зерновые,Волгоградская область,Михайловский район,,,,8-902-361-3709,"403343, г. Михайловка"
34_Михайловский_КФХ 055,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-929-786-5205,"403335, х. Рогожин"
34_Михайловский_КФХ 056,"зерновые, зернобобовые, подсолнечник",Волгоградская область,Михайловский район,,,,8-904-419-7669,"403319, х. Секачи"
34_Михайловский_КФХ 057,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-909-392-3063,"403313, х. Большой"
34_Михайловский_КФХ 058,зерновые,Волгоградская область,Михайловский район,,,,8-961-666-8975,"403301, х. Княженский 2-й"
34_Михайловский_КФХ 059,"зерновые, зернобобовые, подсолнечник, кукуруза",Волгоградская область,Михайловский район,,,,"8-902-385-2723, 8-995-417-2421","403334, х. Карагичевский"
34_Михайловский_КФХ 060,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-905-395-3262,"403345, г. Михайловка"
34_Михайловский_КФХ 061,"озимая пшеница, яровая пшеница, ячмень, кукуруза, подсолнечник",Волгоградская область,Михайловский район,,,,8-937-737-2675,"403334, х. Крутинский"
34_Михайловский_КФХ 062,"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-091-3655,"403317, х. Плотников 2-й"
34_Михайловский_КФХ 063,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-904-409-2464,"403317, х. Плотников 2-й"
34_Михайловский_КФХ 064,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-05-15, 8-904-402-4351","403317, х. Плотников 2-й"
34_Михайловский_КФХ 065,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-902-653-6288,"403319, х. Секачи"
34_Михайловский_КФХ 066,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-903-327-6822,"403311, с. Сидоры"
34_Михайловский_КФХ 067,"пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-937-735-2645,"403334, х. Крутинский"
34_Михайловский_КФХ 068,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-903-376-0407,"403313, х. Большой"
34_Михайловский_КФХ 069,"зерновые, зернобобовые, масличные",Волгоградская область,Михайловский район,,,,8-905-062-3140,"403303, х. Безымянка"
34_Михайловский_КФХ 070,"зерновые, зернобобовые",Волгоградская область,Михайловский район,,,,8-960-883-3367,"403301, х. Демочкин"
34_Михайловский_КФХ 071,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-902-360-3315,"403334, х. Крутинский"
34_Михайловский_КФХ 072,"озимая и яровая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-653-5979,"403319, х. Секачи"
34_Михайловский_КФХ 073,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-77-69, 8-962-761-5434","403328, х. Ильменский 2-й"
34_Михайловский_КФХ 074,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-903-468-0805,"403301, Михайловский р-н, примерно 0,1 км по направлению на северо-запад от ст. Арчединская"
34_Михайловский_КФХ 075,"зерновые, КРС (молочный)",Волгоградская область,Михайловский район,,,,8-906-405-2597,"403311, х. Большой Орешкин"
34_Михайловский_КФХ 076,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-902-383-3386,"403319, х. Секачи"
34_Михайловский_КФХ 077,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-86-18, 8-902-383-6723","403319, х. Секачи"
34_Михайловский_КФХ 078,"зерновые, зернобобовые",Волгоградская область,Михайловский район,,,,8-902-650-3862,"403317, х. Мишин"
34_Михайловский_КФХ 079,"ячмень, пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-903-370-2824,"403343, г. Михайловка"
34_Михайловский_КФХ 080,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,8-904-413-2230,"403317, х. Плотников-2"
34_Михайловский_КФХ 081,"пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-961-688-5797,"403303, х. Безымянка"
34_Михайловский_КФХ 082,"зерновые, масличные",Волгоградская область,Михайловский район,,,,8-902-090-0008,"403303, х. Безымянка"
34_Михайловский_КФХ 083,"зерновые, масличные, КРС, овцы",Волгоградская область,Михайловский район,,,,(84463) 6-79-52,"403315, х. Сенной"
34_Михайловский_КФХ 084,"зерновые, технические, зернобобовые",Волгоградская область,Михайловский район,,,,8-902-363-0004,"403310, г. Михайловка"
«Агро-Колос» ООО,"зерновые, масличные",Волгоградская область,Михайловский район,Ген. дир.: Туркот Сергей Алексеевич,,,8-902-362-6692,"403306, х. Кукушкино, Линейная, 14 А"
«Агро-Хорс» ООО,"пшеница, подсолнечник",Волгоградская область,Михайловский район,Дир.: Широков Геннадий Алексеевич,shirokov-mih@mail.ru,,8-905-061-6121,"403348, г. Михайловка, Московская, 34"
«Агрогрупп» ООО,"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,Дир.: Рябов Евгений Владимирович,agrgrupp@rambler.ru,,"(84463) 6-81-94, (84463) 6-83-47","403336, х. Сухов-2, Орджоникидзе, 1"
«Виктория» ООО (Михайловский р-н),"зерновые, масличные",Волгоградская область,Михайловский район,Дир.: Усанов Роман Анатольевич,anna.usanova.2016@yandex.ru,,8-902-386-3067,"403323, х. Сеничкин, Торговая, 4 А"
«Возрождение» ООО (Михайловский р-н),"зерновые, зернобобовые культуры",Волгоградская область,Михайловский район,Ген. дир.: Макаров Александр Иванович,makarov_ai@mail.ru,,(84463) 2-30-54,"403343, г. Михайловка, Энгельса, 15, оф. 66"
«Воля» ООО (Михайловский р-н),"озимая пшеница, подсолнечник",Волгоградская область,Михайловский район,Дир.: Привалов Виктор Валерьевич,nosova.1951@yandex.ru,,"(84463) 6-24-20, 8-961-086-7614","403323, х. Катасонов, Производственная, 11"
«Гелио-Пакс-Агро 4» ООО,"зерновые, зернобобовые, масличные",Волгоградская область,Михайловский район,Ген. дир.: Михин Борис Викторович,"buhagro4@, geliopax.ru",,"(84463) 6-98-08, 6-97-39","403301, ст. Арчединская, Ленина, 31"
«Глубинка» АО,"озимая пшеница, ячмень, подсолнечник, гречиха, сафлор",Волгоградская область,Михайловский район,Дир.: Сальников Виктор Алексеевич,oaoglubinka@yandex.ru,,8-902-360-9441,"403331, п. Реконструкция, Набережная, 26"
«Дана» ООО,"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,Ген. дир.: Макаров Андрей Николаевич,ooodana.2012@yandex.ru,,(84463) 6-69-08,"403313, х. Большой, Ленина, 27"
«Дельта-Агро» АО (Михайловский р-н),"зерновые, технические культуры",Волгоградская область,Михайловский район,Дир.: Крейс Владимир Александрович,"delta_agro@bk.ru, zhirnovsk@bk.ru, kardelta_agro@mail.ru, razdole.rud@mail.ru, nikomnataliay@rambler.ru, hppmatishevo@mail.ru",https://delta-agro.org/,"(84463) 2-40-26, (84463) 2-34-81, 8-800-201-3073","403341, г. Михайловка, Боинский, 3 А"
«ДОН» КХ,"пшеница, подсолнечник",Волгоградская область,Михайловский район,,,,8-902-314-9725,"403317, х. Плотников 2-й"
«Дубрава» СПК,"озимая и яровая пшеница, подсолнечник",Волгоградская область,Михайловский район,Предс.: Попов Анатолий Федорович,,,8-904-415-3686,"403303, х. Безымянка, Советская, 117"
«Княжна» СПК,"зерновые, масличные",Волгоградская область,Михайловский район,Предс.: Попов Сергей Иванович,dmitrii_popov_92@mail.ru,,8-902-655-7837,"403301, х. Княженский, Княжновская, 19"
«Колос» КФХ,"пшеница, ячмень, кукуруза, подсолнечник, нут; птицеводство; КРС, лошади",Волгоградская область,Михайловский район,,,,8-902-381-9994,"403319, Михайловский р-н, х. Секачи"
«Колосок» КХ,"зерновые, масличные, технические, крупяные культуры; КРС",Волгоградская область,Михайловский район,,,,(84463) 4-49-01,"403323, х. Катасонов, Торговая, 16"
«Купальный» КХ,"зерновые, зернобобовые, масличные",Волгоградская область,Михайловский район,,,,8-937-719-7302,"403311, с. Сидоры"
«Михайловская сельхозхимия» ЗАО,"зерновые, масличные, зернобобовые; средства защиты растений, минеральные удобрения",Волгоградская область,Михайловский район,Ген. дир.: Фоменко Николай Андреевич,topaz07@yandex.ru,,"(84463) 4-91-17, 8-902-364-7526","403346, г. Михайловка, Ленина, 178 А"
«Моховой» ООО / «Страховское» ООО,"зерновые, подсолнечник высокоолеиновый, сафлор, нут, лён, просо",Волгоградская область,Михайловский район,Ген. дир.: Парамонов Алексей Витальевич,scenat@mail.ru,,8-927-516-2713,"403312, х. Моховский («Моховой» ООО)"
«Олеся» КХ,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 2-20-58, 8-905-398-3964","403325, п. Отрадное, Советская, 21"
«Радуга» СПК (Михайловский район),"пшеница, подсолнечник",Волгоградская область,Михайловский район,Предс.: Сергеев Алексей Федорович,,,8-904-401-7882,"403305, г. Михайловка р-н, х. Субботин, Юрия Прищепного, 43"
«Родник» КФХ,"зерновые, подсолнечник",Волгоградская область,Михайловский район,,,,"(84463) 6-05-66, 8-902-311-0683","403317, х. Плотников 2-й"
«Светлое» КХ,"зерновые, технические",Волгоградская область,Михайловский район,,,,8-904-777-6472,"403317, х. Плотников 2-й"
«Себряковская мельница» ООО,мукомольное производство,Волгоградская область,Михайловский район,Ген. дир.: Магомадов Тарам Амхатович,sebrmelnica@yandex.ru,,"(84463) 4-23-28, (84463) 4-11-44, (84463) 4-10-45, 8-903-598-3838","403341, г. Михайловка, Крупской, 2"
«Секачи» АО,"озимая пшеница, подсолнечник, ячмень, нут, кукуруза",Волгоградская область,Михайловский район,Дир.: Перфильев Максим Витальевич,zao.sekachi@yandex.ru,,"(84463) 6-86-43, 8-995-429-1921","403319, х. Секачи, Мира, 37, оф. 1"
«Сельхозтехника» АО (Михайловский район),"озимая пшеница, ячмень, подсолнечник",Волгоградская область,Михайловский район,Ген. дир.: Афанасьев Юрий Геннадьевич,selhozt@yandex.ru,,"(84463) 4-23-71, 4-21-63","403346, г. Михайловка, Калинина, 5 А"
«Славянка» ООО,"зерновые, масличные",Волгоградская область,Михайловский район,Ген. дир.: Сердюков Александр Иванович,,,8-927-067-4965,"403312, х. Моховский"
«Старт» ООО,"зерновые, масличные",Волгоградская область,Михайловский район,Ген. дир.: Корчажинская Татьяна Ильинична,start.agro@yandex.ru,,8-902-659-8677,"403331, п. Реконструкция, Первомайская, 40"
«Темп» СПК (Михайловский район),"зерновые, масличные",Волгоградская область,Михайловский район,Предс.: Дубровин Павел Иванович,spk_temp@mail.ru,,8-904-431-3909,"403331, п. Реконструкция, Грейдерная, 56"
«Тишанка» СХ ООО,"зерновые, технические",Волгоградская область,Михайловский район,Ген. дир.: Ермолова Анна Петровна,shoootishanka@mail.ru,,(84463) 6-57-92,"403311, х. Большой Орешкин, Луговая, 1"
«Труд» АО,"зерновые, масличные, технические",Волгоградская область,Михайловский район,Дир.: Карабасов Кайрат Тулегенович,trud.spk@mail.ru,,"(84463) 6-05-16, 6-05-42","403317, х. Плотников 2-й, Магистральная, 10"
«АгроСервисТехника» ООО,"сельхозтехника, запчасти (дилер техники Hatzenbichler, Quivogne, шин Trelleborg)",Волгоградская область,Михайловский район,Ген. дир.: Карпов Андрей Андреевич,karpov_av@agro-st.su,http://agro-st.su/,8-960-896-5672,"403342, г. Михайловка, Серебряный Ручей, 2, оф. 302"
«ЕвроХим Трейдинг Рус» ООО,"производство и реализация минеральных удобрений, водорастворимых удобрений",Волгоградская область,Михайловский район,,rutvo@eurochem.ru,,"(84463) 4-55-06, (84463) 4-55-05, 8-909-384-6161","403342, г. Михайловка, Серебряный Ручей, 2, оф. 203"
«Кумылженское хлебоприемное предприятие» АО,"прием, складирование, хранение, подработка зерна",Волгоградская область,Михайловский район,Ген. дир.: Ишкин Дмитрий Алексеевич,k-xnn@bk.ru,,8-902-658-3355,"403040, х. Троицкий, пер. Элеваторский, 1 А"
«Михайловская сельхозхимия» ЗАО,"зерновые, масличные, зернобобовые; средства защиты растений, минеральные удобрения",Волгоградская область,Михайловский район,Ген. дир.: Фоменко Николай Андреевич,topaz07@yandex.ru,,"(84463) 4-91-17, 8-902-364-7526","403346, г. Михайловка, Ленина, 178 А"
«НоваТех» ООО,"продажа, ремонт и обслуживание с/х техники, оборудование для точного земледелия, навигационное оборудование",Волгоградская область,Михайловский район,,info@novatech.su,http://www.novatech.su/,"(8442) 96-24-70, (8442) 8-800-550-0544","403342, г. Михайловка, Серебряный Ручей, 2 Д, оф. 212"
«Себряковский элеватор» АО,"прием, хранение, подработка зерновых",Волгоградская область,Михайловский район,Ген. дир.: Бурмистров Андрей Александрович,kolosok2@i,,(84463) 2-80-88,"403300, Михайловский р-н, г. Михайловка, Энгельса, 1 А"
"«Ставхолдинг - Поволжье», филиал","комбайны, тракторы, посевное, почвообрабатывающее оборудование, запчасти, сервисное обслуживание, обучение, гарантия",Волгоградская область,Михайловский район,,24@stavholding.ru,http://www.stavholding.ru/,"(84463) 4-40-06, (84463) 4-40-07, (8652) 33-44-33, 8-961-658-0708, 8-960-896-1415, 8-961-658-0709","403346, Михайловский р-н, г. Михайловка, Рубежная, 3 А"
«Топаз» ЗАО,"СЗР, минеральные удобрения",Волгоградская область,Михайловский район,Ген. дир.: Фоменко Николай Андреевич,topaz07@yandex.ru,,(84463) 4-91-17,"403346, г. Михайловка, Ленина, 178 А"
Администрация Нехаевского муниципального района,,Волгоградская область,Нехаевский район,Глава муниципального района: Кузнецов Сергей Викторович,ra_nehaev@volganet.ru,"http://nehaevadm.ru/, http://nehaevadm.ru/","(84443) 5-10-44, 5-17-44","403171, ст. Нехаевская, Ленина, 47"
Отдел сельского хозяйства Нехаевского муниципального района Волгоградской области,,Волгоградская область,Нехаевский район,Нач.: Оболонский Александр Сергеевич,ra_nehaevsel@volganet.ru,,"(84443) 5-19-64, 5-17-66","403171, ст. Нехаевская, Ленина, 47"
34_Нехаевский_КФХ 001,"пшеница, кукуруза, подсолнечник, овес",Волгоградская область,Нехаевский район,,,,8-903-857-5760,"403194, с. Краснополье"
34_Нехаевский_КФХ 002,"зерновые, технические",Волгоградская область,Нехаевский район,,,,8-902-383-8368,"403194, с. Краснополье"
34_Нехаевский_КФХ 003,"озимая пшеница, ячмень, просо, подсолнечник, рапс, лен",Волгоградская область,Нехаевский район,,,,8-904-430-7030,"403163, п. Роднички"
34_Нехаевский_КФХ 004,"пшеница, подсолнечник, лен",Волгоградская область,Нехаевский район,,,,8-904-426-6288,"403163, п. Роднички"
34_Нехаевский_КФХ 005,"пшеница, подсолнечник, ячмень",Волгоградская область,Нехаевский район,,,,"8-904-771-6286, 8-961-089-6164","403161, х. Захоперский"
34_Нехаевский_КФХ 006,"зерновые, масличные",Волгоградская область,Нехаевский район,,,,8-902-659-2729,"403185, с. Кулички"
34_Нехаевский_КФХ 007,"пшеница, подсолнечник, ячмень",Волгоградская область,Нехаевский район,,,,8-960-137-4598,"403194, с. Краснополье"
34_Нехаевский_КФХ 008,зерновые,Волгоградская область,Нехаевский район,,,,8-904-771-6285,"403161, х. Захоперский"
34_Нехаевский_КФХ 009,"пшеница, ячмень, овес, подсолнечник",Волгоградская область,Нехаевский район,,,,8-902-389-9338,"403192, х. Успенка"
34_Нехаевский_КФХ 010,"пшеница, подсолнечник, ячмень, нут",Волгоградская область,Нехаевский район,,,,"8-904-430-7065, 8-904-400-4342","403186, ст. Упорниковская"
34_Нехаевский_КФХ 011,"пшеница, подсолнечник",Волгоградская область,Нехаевский район,,,,8-902-388-0701,"403195, ст. Тишанская"
34_Нехаевский_КФХ 012,"озимая пшеница, подсолнечник",Волгоградская область,Нехаевский район,,,,8-904-406-1670,"403173, х. Тушкановский"
34_Нехаевский_КФХ 013,"пшеница, подсолнечник, ячмень",Волгоградская область,Нехаевский район,,,,8-902-381-7668,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 014,"зерновые, технические",Волгоградская область,Нехаевский район,,,,8-902-383-8368,"403087, х. Соколовский"
34_Нехаевский_КФХ 015,зерновые,Волгоградская область,Нехаевский район,,,,8-904-415-9273,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 016,"озимая пшеница, соя, подсолнечник",Волгоградская область,Нехаевский район,,,,"(84443) 5-23-82, 8-904-757-9647","403171, ст. Нехаевская"
34_Нехаевский_КФХ 017,"зерновые, технические культуры",Волгоградская область,Нехаевский район,,,,8-904-411-4546,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 018,"зерновые, масличные, крупяные",Волгоградская область,Нехаевский район,,,,8-904-778-2631,"403186, ст. Упорниковская"
34_Нехаевский_КФХ 019,"озимая пшеница, ячмень, подсолнечник, кукуруза",Волгоградская область,Нехаевский район,,,,8-904-417-8758,"403182, с. Солонка"
34_Нехаевский_КФХ 020,"зерновые, грузоперевозки",Волгоградская область,Нехаевский район,,,,8-927-503-9533,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 021,"озимая пшеница, подсолнечник",Волгоградская область,Нехаевский район,,,,8-904-754-4738,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 022,"озимая пшеница, подсолнечник, нут",Волгоградская область,Нехаевский район,,,,8-937-746-2824,"403162, ст. Луковская"
34_Нехаевский_КФХ 023,"озимая пшеница, подсолнечник",Волгоградская область,Нехаевский район,,,,8-904-771-6287,"403173, х. Тушкановский"
34_Нехаевский_КФХ 024,"озимая пшеница, просо, ячмень",Волгоградская область,Нехаевский район,,,,8-904-770-0976,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 025,"пшеница, просо, ячмень, кукуруза, лен, подсолнечник, гречиха",Волгоградская область,Нехаевский район,,,,"8-960-886-5774, 8-902-386-4510","403171, ст. Нехаевская"
34_Нехаевский_КФХ 026,"зерновые, масличные, овцеводство",Волгоградская область,Нехаевский район,,,,8-904-771-5781,"403173, х. Тушкановский"
34_Нехаевский_КФХ 027,"зерновые, масличные, зернобобовые культуры",Волгоградская область,Нехаевский район,,,,8-927-256-3500,"403162, ст. Луковская"
34_Нехаевский_КФХ 028,"зерновые, масличные",Волгоградская область,Нехаевский район,,,,8-902-388-4274,"403171, ст. Нехаевская"
34_Нехаевский_КФХ 029,"зерновые, технические",Волгоградская область,Нехаевский район,,,,8-902-655-2478,"403161, х. Захоперский"
«Агро Стар» ООО,"озимая и яровая пшеница, подсолнечник, кукуруза, нут, соя",Волгоградская область,Нехаевский район,Дир.: Клюев Павел Сергеевич,agro-star@mail.ru,,"(84443) 5-14-22, 8-902-381-7423","403194, с. Краснополье, Школьная, 1"
«Агродом» ООО,"зерновые, подсолнечник, нут, кукуруза, лён, гречиха, производство гречневой крупы",Волгоградская область,Нехаевский район,Ген. дир.: Максимов Юрий Александрович,maksimov-y-a@yandex.ru,,8-902-381-3507,"403186, ст. Упорниковская, Комсомольская, 32/4, оф. 1"
«Динамо» ООО,"озимая и яровая пшеница, подсолнечник, кукуруза",Волгоградская область,Нехаевский район,Ген. дир.: Шевцов Сергей Анатольевич,dinamo_nr@mail.ru,,"(84443) 5-22-62, 5-53-34","403181, п. Динамо, Шпунта, 1"
«Инвид-Агро» ООО,"озимая пшеница, подсолнечник, соя, лен",Волгоградская область,Нехаевский район,Ген. дир.: Джиоев Виктор Михайлович,invidagro@rambler.ru,,"(84443) 5-61-33, 5-61-34, 8-910-484-7717","403163, п. Роднички, Молодежная, 2"
«Колхоз имени Ленина» АО (Нехаевский район),"зерновые, масличные, технические",Волгоградская область,Нехаевский район,Дир.: Яменсков Сергей Георгиевич,kol_lenina@bk.ru,,"(84443) 5-66-25, 8-902-652-7069","403183, х. Кругловка, Ленина, 21"
«Кругловское» ОО,"зерновые, масличные",Волгоградская область,Нехаевский район,Ген. дир.: Круглов Виктор Владимирович,viktor-kryglov34@yandex.ru,,8-904-778-1651,"403186, ст. Упорниковская, пер. Селиверстова, 3"
«Пионер» АФ АО,"зерновые, зернобобовые, масличные",Волгоградская область,Нехаевский район,Ген. дир.: Клюшников Михаил Иванович,agrofirma-pioner@mail.ru,,"(84443) 5-22-65, 8-902-384-9647","403186, ст. Упорниковская, Комсомольская, 53"
«Русин» СПК,"зерновые, подсолнечник; мукомольное производство",Волгоградская область,Нехаевский район,Предс.: Волков Александр Иванович,spk-rusin@yandex.ru,,"(84443) 5-18-97, 8-904-423-1686","403171, ст. Нехаевская, Рабочая, 2"
«Становское» ООО,"зерновые, свиноводство; мясные полуфабрикаты; семена льна",Волгоградская область,Нехаевский район,Дир.: Черничкин Владимир Александрович,stanovskoe.ooo@yandex.ru,,"(84443) 5-15-35, (84443) 5-42-09, 8-904-772-5168","403191, Нехаевский р-н, х. Нижнедолговский, Победы, 71"
«Хоперские просторы» ООО,"зерновые, масличные",Волгоградская область,Нехаевский район,Дир.: Укустов Дмитрий Александрович,hoperprostori@mail.ru,,"(84443) 5-41-12, 8-927-066-5277","403161, х. Захоперский, Московская, 15 А"
34_Нехаевский_КФХ 020,"зерновые, грузоперевозки",Волгоградская область,Нехаевский район,,,,8-927-503-9533,"403171, ст. Нехаевская"
«Становское» ООО,"зерновые, свиноводство; мясные полуфабрикаты; семена льна",Волгоградская область,Нехаевский район,Дир.: Черничкин Владимир Александрович,stanovskoe.ooo@yandex.ru,,"(84443) 5-15-35, (84443) 5-42-09, 8-904-772-5168","403191, Нехаевский р-н, х. Нижнедолговский, Победы, 71"
Администрация Николаевского муниципального района,,Волгоградская область,Николаевский район,Глава муниципального района: Гребенникова Анжелика Артуровна,ra_nik@volganet.ru,http://nikadm.ru/,"(84494) 6-12-50, 6-12-63","404033, г. Николаевск, Октябрьская, 23 А"
Отдел по развитию сельскохозяйственного производства Николаевского муниципального района Волгоградской области,,Волгоградская область,Николаевский район,,ra_nik_selhoz@volganet.ru,,"(84494) 6-19-64, 6-10-61, (84494) 6-21-74","404033, г. Николаевск, Октябрьская, 23 А"
34_Николаевский_КФХ 001,зерновые,Волгоградская область,Николаевский район,,,,8-927-252-1325,"404055, с. Красный Мелиоратор"
34_Николаевский_КФХ 002,зерновые,Волгоградская область,Николаевский район,,,,8-927-523-2254,"404043, с. Политотдельское"
34_Николаевский_КФХ 003,овощи,Волгоградская область,Николаевский район,,,,8-961-060-6352,"404033, г. Николаевск"
